time;code;value
1488898022.529975;2;1;3
1488898022.529975;0;0;0
1488898022.537977;2;0;-3
1488898022.537977;2;1;1
1488898022.537977;0;0;0
1488898022.545967;2;0;2
1488898022.545967;2;1;10
1488898022.545967;0;0;0
1488898022.553974;2;0;-2
1488898022.553974;2;1;5
1488898022.553974;0;0;0
1488898022.561971;2;0;7
1488898022.561971;2;1;-3
1488898022.561971;0;0;0
1488898022.569982;2;0;5
1488898022.569982;0;0;0
1488898022.577977;2;0;2
1488898022.577977;0;0;0
1488898022.585980;2;0;-4
1488898022.585980;2;1;1
1488898022.585980;0;0;0
1488898022.593979;2;1;-3
1488898022.593979;0;0;0
1488898022.601964;2;0;4
1488898022.601964;2;1;-1
1488898022.601964;0;0;0
1488898022.609986;2;0;1
1488898022.609986;2;1;1
1488898022.609986;0;0;0
1488898022.618054;2;0;-1
1488898022.618054;2;1;1
1488898022.618054;0;0;0
1488898022.625978;2;0;4
1488898022.625978;2;1;-1
1488898022.625978;0;0;0
1488898022.633981;2;0;6
1488898022.633981;2;1;-8
1488898022.633981;0;0;0
1488898022.641983;2;0;2
1488898022.641983;2;1;4
1488898022.641983;0;0;0
1488898022.649987;2;0;2
1488898022.649987;2;1;-4
1488898022.649987;0;0;0
1488898022.657989;2;0;3
1488898022.657989;2;1;-2
1488898022.657989;0;0;0
1488898022.665979;2;0;6
1488898022.665979;2;1;-3
1488898022.665979;0;0;0
1488898022.673971;2;0;-2
1488898022.673971;2;1;1
1488898022.673971;0;0;0
1488898022.681983;2;0;-4
1488898022.681983;2;1;-3
1488898022.681983;0;0;0
1488898022.689993;2;0;-3
1488898022.689993;0;0;0
1488898022.697990;2;0;-3
1488898022.697990;2;1;10
1488898022.697990;0;0;0
1488898022.705970;2;0;6
1488898022.705970;2;1;2
1488898022.705970;0;0;0
1488898022.713980;2;0;-3
1488898022.713980;2;1;-2
1488898022.713980;0;0;0
1488898022.721971;2;0;2
1488898022.721971;0;0;0
1488898022.729983;2;0;5
1488898022.729983;2;1;-4
1488898022.729983;0;0;0
1488898022.737992;2;0;6
1488898022.737992;2;1;-2
1488898022.737992;0;0;0
1488898022.745967;2;0;-6
1488898022.745967;2;1;4
1488898022.745967;0;0;0
1488898022.753990;2;0;8
1488898022.753990;2;1;18
1488898022.753990;0;0;0
1488898022.761972;2;0;-3
1488898022.761972;2;1;3
1488898022.761972;0;0;0
1488898022.769975;2;0;3
1488898022.769975;2;1;7
1488898022.769975;0;0;0
1488898022.777984;2;0;2
1488898022.777984;2;1;-3
1488898022.777984;0;0;0
1488898022.785973;2;0;-2
1488898022.785973;2;1;-1
1488898022.785973;0;0;0
1488898022.793972;2;0;11
1488898022.793972;2;1;2
1488898022.793972;0;0;0
1488898022.801971;2;0;-4
1488898022.801971;2;1;-24
1488898022.801971;0;0;0
1488898022.809980;2;0;1
1488898022.809980;2;1;3
1488898022.809980;0;0;0
1488898022.817996;2;0;5
1488898022.817996;2;1;5
1488898022.817996;0;0;0
1488898022.825988;2;0;1
1488898022.825988;2;1;-7
1488898022.825988;0;0;0
1488898022.833978;2;0;8
1488898022.833978;2;1;7
1488898022.833978;0;0;0
1488898022.841984;2;0;12
1488898022.841984;2;1;9
1488898022.841984;0;0;0
1488898022.849988;2;0;-4
1488898022.849988;2;1;-2
1488898022.849988;0;0;0
1488898022.857971;2;1;3
1488898022.857971;0;0;0
1488898022.865988;2;0;4
1488898022.865988;2;1;5
1488898022.865988;0;0;0
1488898022.873976;2;0;-4
1488898022.873976;2;1;-6
1488898022.873976;0;0;0
1488898022.881981;2;0;1
1488898022.881981;0;0;0
1488898022.889986;2;0;9
1488898022.889986;2;1;1
1488898022.889986;0;0;0
1488898022.897996;2;0;7
1488898022.897996;2;1;2
1488898022.897996;0;0;0
1488898022.905980;2;0;-2
1488898022.905980;2;1;2
1488898022.905980;0;0;0
1488898022.913986;2;0;1
1488898022.913986;0;0;0
1488898022.921977;2;0;-6
1488898022.921977;2;1;1
1488898022.921977;0;0;0
1488898022.929988;2;0;1
1488898022.929988;2;1;5
1488898022.929988;0;0;0
1488898022.937994;2;0;4
1488898022.937994;2;1;-6
1488898022.937994;0;0;0
1488898022.945985;2;0;-3
1488898022.945985;2;1;-1
1488898022.945985;0;0;0
1488898022.953983;2;0;6
1488898022.953983;2;1;-1
1488898022.953983;0;0;0
1488898022.961973;2;0;4
1488898022.961973;2;1;-2
1488898022.961973;0;0;0
1488898022.969984;2;0;-1
1488898022.969984;0;0;0
1488898022.977978;2;0;6
1488898022.977978;2;1;2
1488898022.977978;0;0;0
1488898022.985974;2;0;1
1488898022.985974;2;1;5
1488898022.985974;0;0;0
1488898022.993976;2;0;2
1488898022.993976;2;1;-6
1488898022.993976;0;0;0
1488898023.001976;2;0;1
1488898023.001976;2;1;2
1488898023.001976;0;0;0
1488898023.009996;2;0;1
1488898023.009996;2;1;-3
1488898023.009996;0;0;0
1488898023.017999;2;1;-2
1488898023.017999;0;0;0
1488898023.025979;2;0;-1
1488898023.025979;0;0;0
1488898023.033989;2;0;2
1488898023.033989;2;1;2
1488898023.033989;0;0;0
1488898023.041985;2;0;2
1488898023.041985;2;1;4
1488898023.041985;0;0;0
1488898023.049998;2;0;7
1488898023.049998;2;1;4
1488898023.049998;0;0;0
1488898023.057989;2;0;2
1488898023.057989;2;1;15
1488898023.057989;0;0;0
1488898023.065975;2;0;1
1488898023.065975;2;1;3
1488898023.065975;0;0;0
1488898023.073989;2;0;-1
1488898023.073989;2;1;-10
1488898023.073989;0;0;0
1488898023.081992;2;0;1
1488898023.081992;2;1;4
1488898023.081992;0;0;0
1488898023.089989;2;0;4
1488898023.089989;2;1;2
1488898023.089989;0;0;0
1488898023.097983;2;0;4
1488898023.097983;2;1;-1
1488898023.097983;0;0;0
1488898023.105983;2;0;2
1488898023.105983;2;1;6
1488898023.105983;0;0;0
1488898023.113981;2;0;2
1488898023.113981;2;1;-4
1488898023.113981;0;0;0
1488898023.121982;2;0;5
1488898023.121982;2;1;-7
1488898023.121982;0;0;0
1488898023.129989;2;0;3
1488898023.129989;2;1;-4
1488898023.129989;0;0;0
1488898023.137986;2;0;2
1488898023.137986;2;1;-3
1488898023.137986;0;0;0
1488898023.145989;2;0;7
1488898023.145989;2;1;2
1488898023.145989;0;0;0
1488898023.153990;2;0;2
1488898023.153990;2;1;-4
1488898023.153990;0;0;0
1488898023.161982;2;0;1
1488898023.161982;2;1;-3
1488898023.161982;0;0;0
1488898023.169995;2;0;3
1488898023.169995;2;1;-1
1488898023.169995;0;0;0
1488898023.177998;2;0;1
1488898023.177998;2;1;2
1488898023.177998;0;0;0
1488898023.185988;2;0;-1
1488898023.185988;2;1;-2
1488898023.185988;0;0;0
1488898023.193988;2;0;-1
1488898023.193988;0;0;0
1488898023.201980;2;1;-2
1488898023.201980;0;0;0
1488898023.209980;2;0;-2
1488898023.209980;2;1;-3
1488898023.209980;0;0;0
1488898023.217979;2;0;1
1488898023.217979;0;0;0
1488898023.225988;2;0;-3
1488898023.225988;2;1;1
1488898023.225988;0;0;0
1488898023.233982;2;1;1
1488898023.233982;0;0;0
1488898023.241977;2;0;2
1488898023.241977;2;1;-2
1488898023.241977;0;0;0
1488898023.249985;2;0;2
1488898023.249985;2;1;-2
1488898023.249985;0;0;0
1488898023.257999;2;0;2
1488898023.257999;2;1;-8
1488898023.257999;0;0;0
1488898023.265982;2;1;-6
1488898023.265982;0;0;0
1488898023.273985;2;0;1
1488898023.273985;2;1;-1
1488898023.273985;0;0;0
1488898023.281991;2;0;4
1488898023.281991;0;0;0
1488898023.289985;2;0;5
1488898023.289985;2;1;1
1488898023.289985;0;0;0
1488898023.297981;2;0;-4
1488898023.297981;2;1;-4
1488898023.297981;0;0;0
1488898023.305990;2;0;1
1488898023.305990;2;1;1
1488898023.305990;0;0;0
1488898023.313986;2;1;3
1488898023.313986;0;0;0
1488898023.321983;2;0;-4
1488898023.321983;2;1;-1
1488898023.321983;0;0;0
1488898023.329993;2;1;-2
1488898023.329993;0;0;0
1488898023.337993;2;0;-2
1488898023.337993;2;1;2
1488898023.337993;0;0;0
1488898023.345977;2;0;2
1488898023.345977;2;1;1
1488898023.345977;0;0;0
1488898023.353986;2;0;-2
1488898023.353986;2;1;-6
1488898023.353986;0;0;0
1488898023.361978;2;0;-2
1488898023.361978;2;1;-4
1488898023.361978;0;0;0
1488898023.369984;2;1;-1
1488898023.369984;0;0;0
1488898023.378054;2;0;-1
1488898023.378054;2;1;1
1488898023.378054;0;0;0
1488898023.385992;2;0;7
1488898023.385992;2;1;-3
1488898023.385992;0;0;0
1488898023.393988;2;0;12
1488898023.393988;2;1;-1
1488898023.393988;0;0;0
1488898023.401994;2;0;7
1488898023.401994;2;1;-2
1488898023.401994;0;0;0
1488898023.409997;2;1;-4
1488898023.409997;0;0;0
1488898023.417990;2;0;2
1488898023.417990;2;1;-2
1488898023.417990;0;0;0
1488898023.425983;2;0;-1
1488898023.425983;2;1;3
1488898023.425983;0;0;0
1488898023.433997;2;0;1
1488898023.433997;2;1;-3
1488898023.433997;0;0;0
1488898023.441988;2;0;-2
1488898023.441988;2;1;3
1488898023.441988;0;0;0
1488898023.450004;2;0;5
1488898023.450004;2;1;-5
1488898023.450004;0;0;0
1488898023.457995;2;1;1
1488898023.457995;0;0;0
1488898023.465985;2;0;-6
1488898023.465985;2;1;-3
1488898023.465985;0;0;0
1488898023.473991;2;1;-4
1488898023.473991;0;0;0
1488898023.482002;2;0;-2
1488898023.482002;2;1;-9
1488898023.482002;0;0;0
1488898023.489994;2;1;-3
1488898023.489994;0;0;0
1488898023.497995;2;0;4
1488898023.497995;2;1;3
1488898023.497995;0;0;0
1488898023.505989;2;0;-2
1488898023.505989;2;1;-1
1488898023.505989;0;0;0
1488898023.514004;2;0;-1
1488898023.514004;2;1;-2
1488898023.514004;0;0;0
1488898023.521993;2;0;9
1488898023.521993;2;1;-4
1488898023.521993;0;0;0
1488898023.529989;2;0;-7
1488898023.529989;2;1;-5
1488898023.529989;0;0;0
1488898023.538004;2;1;-10
1488898023.538004;0;0;0
1488898023.546001;2;0;2
1488898023.546001;2;1;4
1488898023.546001;0;0;0
1488898023.553994;2;0;10
1488898023.553994;2;1;16
1488898023.553994;0;0;0
1488898023.561987;2;0;3
1488898023.561987;0;0;0
1488898023.570004;2;0;1
1488898023.570004;2;1;1
1488898023.570004;0;0;0
1488898023.578007;2;0;-1
1488898023.578007;2;1;-2
1488898023.578007;0;0;0
1488898023.585988;2;0;2
1488898023.585988;2;1;3
1488898023.585988;0;0;0
1488898023.594000;2;0;12
1488898023.594000;0;0;0
1488898023.601991;2;1;-4
1488898023.601991;0;0;0
1488898023.609989;2;0;2
1488898023.609989;2;1;2
1488898023.609989;0;0;0
1488898023.618002;2;0;1
1488898023.618002;2;1;-3
1488898023.618002;0;0;0
1488898023.633991;2;1;-3
1488898023.633991;0;0;0
1488898023.641994;2;0;-4
1488898023.641994;2;1;2
1488898023.641994;0;0;0
1488898023.650012;2;0;2
1488898023.650012;2;1;-1
1488898023.650012;0;0;0
1488898023.658003;2;0;-1
1488898023.658003;2;1;2
1488898023.658003;0;0;0
1488898023.665992;2;0;3
1488898023.665992;2;1;7
1488898023.665992;0;0;0
1488898023.674003;2;1;-3
1488898023.674003;0;0;0
1488898023.681991;2;0;5
1488898023.681991;2;1;6
1488898023.681991;0;0;0
1488898023.689992;2;0;1
1488898023.689992;2;1;-5
1488898023.689992;0;0;0
1488898023.698014;2;0;3
1488898023.698014;2;1;3
1488898023.698014;0;0;0
1488898023.706006;2;0;-1
1488898023.706006;2;1;-2
1488898023.706006;0;0;0
1488898023.714002;2;0;-3
1488898023.714002;2;1;-4
1488898023.714002;0;0;0
1488898023.721996;2;0;1
1488898023.721996;2;1;3
1488898023.721996;0;0;0
1488898023.730005;2;0;2
1488898023.730005;2;1;3
1488898023.730005;0;0;0
1488898023.738011;2;0;-1
1488898023.738011;2;1;-3
1488898023.738011;0;0;0
1488898023.746004;2;0;-1
1488898023.746004;2;1;1
1488898023.746004;0;0;0
1488898023.754002;2;0;2
1488898023.754002;2;1;8
1488898023.754002;0;0;0
1488898023.761998;2;0;-2
1488898023.761998;2;1;-3
1488898023.761998;0;0;0
1488898023.769999;2;0;3
1488898023.769999;2;1;-5
1488898023.769999;0;0;0
1488898023.778014;2;0;1
1488898023.778014;0;0;0
1488898023.785998;2;0;-2
1488898023.785998;2;1;-2
1488898023.785998;0;0;0
1488898023.794002;2;0;-1
1488898023.794002;0;0;0
1488898023.801993;2;0;-1
1488898023.801993;2;1;-2
1488898023.801993;0;0;0
1488898023.809993;2;0;2
1488898023.809993;2;1;2
1488898023.809993;0;0;0
1488898023.818002;2;0;2
1488898023.818002;2;1;-2
1488898023.818002;0;0;0
1488898023.826001;2;0;-2
1488898023.826001;2;1;-6
1488898023.826001;0;0;0
1488898023.834007;2;0;1
1488898023.834007;0;0;0
1488898023.842001;2;0;-1
1488898023.842001;0;0;0
1488898023.850022;2;1;7
1488898023.850022;0;0;0
1488898023.858014;2;0;3
1488898023.858014;0;0;0
1488898023.866000;2;0;7
1488898023.866000;2;1;1
1488898023.866000;0;0;0
1488898023.873998;2;0;2
1488898023.873998;2;1;-1
1488898023.873998;0;0;0
1488898023.881996;2;0;6
1488898023.881996;2;1;1
1488898023.881996;0;0;0
1488898023.890014;2;0;2
1488898023.890014;2;1;3
1488898023.890014;0;0;0
1488898023.898005;2;1;-2
1488898023.898005;0;0;0
1488898023.906001;2;0;8
1488898023.906001;2;1;2
1488898023.906001;0;0;0
1488898023.914008;2;0;-3
1488898023.914008;2;1;-3
1488898023.914008;0;0;0
1488898023.930012;2;0;5
1488898023.930012;2;1;-1
1488898023.930012;0;0;0
1488898023.938013;2;0;-2
1488898023.938013;2;1;-3
1488898023.938013;0;0;0
1488898023.945999;2;0;-3
1488898023.945999;2;1;3
1488898023.945999;0;0;0
1488898023.954005;2;0;2
1488898023.954005;2;1;3
1488898023.954005;0;0;0
1488898023.961996;2;0;8
1488898023.961996;2;1;1
1488898023.961996;0;0;0
1488898023.970017;2;0;5
1488898023.970017;2;1;10
1488898023.970017;0;0;0
1488898023.978011;2;0;-3
1488898023.978011;2;1;3
1488898023.978011;0;0;0
1488898023.985998;2;0;1
1488898023.985998;2;1;-2
1488898023.985998;0;0;0
1488898023.994007;2;1;-1
1488898023.994007;0;0;0
1488898024.002004;2;0;1
1488898024.002004;2;1;2
1488898024.002004;0;0;0
1488898024.010023;2;1;-1
1488898024.010023;0;0;0
1488898024.018004;2;0;-1
1488898024.018004;2;1;-6
1488898024.018004;0;0;0
1488898024.026007;2;0;4
1488898024.026007;2;1;-5
1488898024.026007;0;0;0
1488898024.033998;2;0;5
1488898024.033998;2;1;-2
1488898024.033998;0;0;0
1488898024.049997;2;0;3
1488898024.049997;2;1;1
1488898024.049997;0;0;0
1488898024.058005;2;0;-2
1488898024.058005;2;1;3
1488898024.058005;0;0;0
1488898024.066003;2;0;-2
1488898024.066003;2;1;1
1488898024.066003;0;0;0
1488898024.074003;2;0;2
1488898024.074003;2;1;1
1488898024.074003;0;0;0
1488898024.082000;2;0;1
1488898024.082000;2;1;-2
1488898024.082000;0;0;0
1488898024.090007;2;0;8
1488898024.090007;0;0;0
1488898024.098021;2;0;1
1488898024.098021;2;1;2
1488898024.098021;0;0;0
1488898024.105999;2;0;12
1488898024.105999;0;0;0
1488898024.114010;2;0;6
1488898024.114010;2;1;-24
1488898024.114010;0;0;0
1488898024.122004;2;0;-2
1488898024.122004;2;1;-1
1488898024.122004;0;0;0
1488898024.130014;2;0;4
1488898024.130014;2;1;1
1488898024.130014;0;0;0
1488898024.138016;2;1;-3
1488898024.138016;0;0;0
1488898024.146004;2;0;5
1488898024.146004;2;1;5
1488898024.146004;0;0;0
1488898024.154008;2;0;1
1488898024.154008;2;1;-3
1488898024.154008;0;0;0
1488898024.161995;2;0;-1
1488898024.161995;2;1;1
1488898024.161995;0;0;0
1488898024.170016;2;0;19
1488898024.170016;2;1;12
1488898024.170016;0;0;0
1488898024.178014;2;0;-3
1488898024.178014;2;1;-3
1488898024.178014;0;0;0
1488898024.186009;2;0;1
1488898024.186009;2;1;3
1488898024.186009;0;0;0
1488898024.193999;2;0;4
1488898024.193999;0;0;0
1488898024.202007;2;0;-2
1488898024.202007;0;0;0
1488898024.210002;2;0;-11
1488898024.210002;0;0;0
1488898024.218015;2;1;3
1488898024.218015;0;0;0
1488898024.226009;2;0;5
1488898024.226009;2;1;-2
1488898024.226009;0;0;0
1488898024.234017;2;0;1
1488898024.234017;2;1;-2
1488898024.234017;0;0;0
1488898024.242007;2;0;-1
1488898024.242007;0;0;0
1488898024.250011;2;0;-1
1488898024.250011;0;0;0
1488898024.258027;2;0;3
1488898024.258027;2;1;-3
1488898024.258027;0;0;0
1488898024.266008;2;0;3
1488898024.266008;2;1;5
1488898024.266008;0;0;0
1488898024.274012;2;0;-4
1488898024.274012;2;1;-3
1488898024.274012;0;0;0
1488898024.282002;2;0;2
1488898024.282002;2;1;-2
1488898024.282002;0;0;0
1488898024.290023;2;1;1
1488898024.290023;0;0;0
1488898024.298022;2;0;1
1488898024.298022;2;1;-2
1488898024.298022;0;0;0
1488898024.306009;2;0;1
1488898024.306009;2;1;-2
1488898024.306009;0;0;0
1488898024.314014;2;0;11
1488898024.314014;2;1;7
1488898024.314014;0;0;0
1488898024.322005;2;0;2
1488898024.322005;2;1;4
1488898024.322005;0;0;0
1488898024.330023;2;0;5
1488898024.330023;2;1;3
1488898024.330023;0;0;0
1488898024.338020;2;0;2
1488898024.338020;2;1;2
1488898024.338020;0;0;0
1488898024.346004;2;1;-2
1488898024.346004;0;0;0
1488898024.354016;2;0;-1
1488898024.354016;0;0;0
1488898024.362013;2;1;4
1488898024.362013;0;0;0
1488898024.370019;2;0;2
1488898024.370019;2;1;7
1488898024.370019;0;0;0
1488898024.378016;2;0;6
1488898024.378016;2;1;7
1488898024.378016;0;0;0
1488898024.386005;2;0;5
1488898024.386005;2;1;-2
1488898024.386005;0;0;0
1488898024.393994;2;0;-3
1488898024.393994;0;0;0
1488898024.402016;2;0;-1
1488898024.402016;0;0;0
1488898024.410030;2;0;-3
1488898024.410030;2;1;3
1488898024.410030;0;0;0
1488898024.418008;2;0;3
1488898024.418008;2;1;1
1488898024.418008;0;0;0
1488898024.426016;2;0;6
1488898024.426016;2;1;-1
1488898024.426016;0;0;0
1488898024.434019;2;0;8
1488898024.434019;2;1;1
1488898024.434019;0;0;0
1488898024.442017;2;0;-2
1488898024.442017;2;1;5
1488898024.442017;0;0;0
1488898024.450029;2;0;4
1488898024.450029;2;1;1
1488898024.450029;0;0;0
1488898024.458018;2;0;-8
1488898024.458018;2;1;-3
1488898024.458018;0;0;0
1488898024.466010;2;0;5
1488898024.466010;2;1;5
1488898024.466010;0;0;0
1488898024.474016;2;0;3
1488898024.474016;2;1;4
1488898024.474016;0;0;0
1488898024.482016;2;1;-1
1488898024.482016;0;0;0
1488898024.490018;2;0;1
1488898024.490018;2;1;1
1488898024.490018;0;0;0
1488898024.498022;2;0;7
1488898024.498022;0;0;0
1488898024.506020;2;0;1
1488898024.506020;2;1;-1
1488898024.506020;0;0;0
1488898024.514019;2;0;-2
1488898024.514019;2;1;-3
1488898024.514019;0;0;0
1488898024.522007;2;1;-2
1488898024.522007;0;0;0
1488898024.538029;2;0;1
1488898024.538029;0;0;0
1488898024.546018;2;0;1
1488898024.546018;2;1;2
1488898024.546018;0;0;0
1488898024.554027;2;0;-2
1488898024.554027;2;1;-2
1488898024.554027;0;0;0
1488898024.562016;2;1;7
1488898024.562016;0;0;0
1488898024.570016;2;0;17
1488898024.570016;2;1;5
1488898024.570016;0;0;0
1488898024.578015;2;0;3
1488898024.578015;2;1;5
1488898024.578015;0;0;0
1488898024.586019;2;0;-3
1488898024.586019;2;1;3
1488898024.586019;0;0;0
1488898024.594012;2;0;3
1488898024.594012;2;1;4
1488898024.594012;0;0;0
1488898024.602009;2;0;-1
1488898024.602009;2;1;4
1488898024.602009;0;0;0
1488898024.610028;2;0;-4
1488898024.610028;2;1;-1
1488898024.610028;0;0;0
1488898024.618019;2;0;5
1488898024.618019;2;1;3
1488898024.618019;0;0;0
1488898024.626011;2;0;3
1488898024.626011;2;1;-3
1488898024.626011;0;0;0
1488898024.634011;2;0;-2
1488898024.634011;2;1;-2
1488898024.634011;0;0;0
1488898024.642008;2;0;-5
1488898024.642008;2;1;4
1488898024.642008;0;0;0
1488898024.650026;2;0;1
1488898024.650026;2;1;-4
1488898024.650026;0;0;0
1488898024.658026;2;0;4
1488898024.658026;2;1;-5
1488898024.658026;0;0;0
1488898024.666020;2;0;3
1488898024.666020;2;1;-4
1488898024.666020;0;0;0
1488898024.674017;2;0;4
1488898024.674017;2;1;5
1488898024.674017;0;0;0
1488898024.682009;2;0;-2
1488898024.682009;2;1;-3
1488898024.682009;0;0;0
1488898024.690023;2;0;1
1488898024.690023;2;1;2
1488898024.690023;0;0;0
1488898024.698034;2;0;1
1488898024.698034;2;1;1
1488898024.698034;0;0;0
1488898024.706016;2;0;4
1488898024.706016;2;1;-2
1488898024.706016;0;0;0
1488898024.714019;2;0;-1
1488898024.714019;2;1;-5
1488898024.714019;0;0;0
1488898024.722014;2;0;-2
1488898024.722014;2;1;-4
1488898024.722014;0;0;0
1488898024.730023;2;0;4
1488898024.730023;2;1;5
1488898024.730023;0;0;0
1488898024.738024;2;0;5
1488898024.738024;2;1;2
1488898024.738024;0;0;0
1488898024.746029;2;1;-1
1488898024.746029;0;0;0
1488898024.754004;2;0;11
1488898024.754004;2;1;6
1488898024.754004;0;0;0
1488898024.762016;2;0;32
1488898024.762016;2;1;-2
1488898024.762016;0;0;0
1488898024.770033;2;0;21
1488898024.770033;2;1;2
1488898024.770033;0;0;0
1488898024.778021;2;0;3
1488898024.778021;2;1;-1
1488898024.778021;0;0;0
1488898024.786020;2;0;9
1488898024.786020;2;1;2
1488898024.786020;0;0;0
1488898024.794023;2;0;1
1488898024.794023;2;1;-1
1488898024.794023;0;0;0
1488898024.802016;2;0;-1
1488898024.802016;2;1;-6
1488898024.802016;0;0;0
1488898024.810016;2;0;5
1488898024.810016;2;1;-2
1488898024.810016;0;0;0
1488898024.818028;2;1;-1
1488898024.818028;0;0;0
1488898024.826031;2;0;1
1488898024.826031;2;1;-7
1488898024.826031;0;0;0
1488898024.834022;2;0;7
1488898024.834022;2;1;5
1488898024.834022;0;0;0
1488898024.842022;2;0;-2
1488898024.842022;2;1;-7
1488898024.842022;0;0;0
1488898024.850020;2;0;-1
1488898024.850020;2;1;-5
1488898024.850020;0;0;0
1488898024.858031;2;0;1
1488898024.858031;2;1;2
1488898024.858031;0;0;0
1488898024.866018;2;0;-5
1488898024.866018;2;1;-4
1488898024.866018;0;0;0
1488898024.874017;2;0;2
1488898024.874017;2;1;-7
1488898024.874017;0;0;0
1488898024.882016;2;0;1
1488898024.882016;2;1;5
1488898024.882016;0;0;0
1488898024.890030;2;0;-1
1488898024.890030;2;1;-7
1488898024.890030;0;0;0
1488898024.898033;2;0;2
1488898024.898033;0;0;0
1488898024.906028;2;0;4
1488898024.906028;2;1;-2
1488898024.906028;0;0;0
1488898024.914028;2;0;5
1488898024.914028;2;1;-6
1488898024.914028;0;0;0
1488898024.922021;2;0;3
1488898024.922021;2;1;4
1488898024.922021;0;0;0
1488898024.930019;2;0;-4
1488898024.930019;2;1;5
1488898024.930019;0;0;0
1488898024.938016;2;0;-5
1488898024.938016;0;0;0
1488898024.946029;2;0;2
1488898024.946029;2;1;10
1488898024.946029;0;0;0
1488898024.954025;2;0;-1
1488898024.954025;0;0;0
1488898024.962010;2;0;7
1488898024.962010;2;1;3
1488898024.962010;0;0;0
1488898024.970023;2;0;-1
1488898024.970023;2;1;-3
1488898024.970023;0;0;0
1488898024.978031;2;0;18
1488898024.978031;2;1;6
1488898024.978031;0;0;0
1488898024.986018;2;1;-11
1488898024.986018;0;0;0
1488898024.994025;2;0;-6
1488898024.994025;2;1;-4
1488898024.994025;0;0;0
1488898025.002025;2;0;-3
1488898025.002025;2;1;10
1488898025.002025;0;0;0
1488898025.010028;2;1;-4
1488898025.010028;0;0;0
1488898025.018040;2;0;18
1488898025.018040;2;1;3
1488898025.018040;0;0;0
1488898025.026027;2;0;2
1488898025.026027;2;1;-5
1488898025.026027;0;0;0
1488898025.034026;2;0;-1
1488898025.034026;2;1;1
1488898025.034026;0;0;0
1488898025.042018;2;0;12
1488898025.042018;2;1;-1
1488898025.042018;0;0;0
1488898025.050025;2;1;-7
1488898025.050025;0;0;0
1488898025.058036;2;0;-6
1488898025.058036;0;0;0
1488898025.066019;2;0;1
1488898025.066019;0;0;0
1488898025.074035;2;0;6
1488898025.074035;2;1;1
1488898025.074035;0;0;0
1488898025.082027;2;0;8
1488898025.082027;2;1;2
1488898025.082027;0;0;0
1488898025.090021;2;0;2
1488898025.090021;0;0;0
1488898025.098036;2;0;12
1488898025.098036;2;1;3
1488898025.098036;0;0;0
1488898025.106021;2;0;2
1488898025.106021;2;1;1
1488898025.106021;0;0;0
1488898025.114031;2;0;3
1488898025.114031;2;1;2
1488898025.114031;0;0;0
1488898025.122020;2;0;1
1488898025.122020;2;1;4
1488898025.122020;0;0;0
1488898025.130029;2;0;8
1488898025.130029;2;1;2
1488898025.130029;0;0;0
1488898025.138023;2;0;1
1488898025.138023;0;0;0
1488898025.146034;2;0;5
1488898025.146034;2;1;-2
1488898025.146034;0;0;0
1488898025.154018;2;0;-3
1488898025.154018;0;0;0
1488898025.162022;2;0;-6
1488898025.162022;2;1;5
1488898025.162022;0;0;0
1488898025.170025;2;0;1
1488898025.170025;2;1;5
1488898025.170025;0;0;0
1488898025.178037;2;0;-4
1488898025.178037;2;1;-4
1488898025.178037;0;0;0
1488898025.186020;2;0;-2
1488898025.186020;2;1;-5
1488898025.186020;0;0;0
1488898025.194030;2;0;1
1488898025.194030;2;1;-3
1488898025.194030;0;0;0
1488898025.202029;2;0;9
1488898025.202029;2;1;6
1488898025.202029;0;0;0
1488898025.210038;2;0;-3
1488898025.210038;2;1;2
1488898025.210038;0;0;0
1488898025.218043;2;0;4
1488898025.218043;2;1;2
1488898025.218043;0;0;0
1488898025.226020;2;0;2
1488898025.226020;2;1;1
1488898025.226020;0;0;0
1488898025.234039;2;0;-3
1488898025.234039;0;0;0
1488898025.242024;2;0;2
1488898025.242024;2;1;7
1488898025.242024;0;0;0
1488898025.250028;2;0;-1
1488898025.250028;2;1;3
1488898025.250028;0;0;0
1488898025.258044;2;0;-1
1488898025.258044;2;1;-5
1488898025.258044;0;0;0
1488898025.266016;2;0;-1
1488898025.266016;2;1;1
1488898025.266016;0;0;0
1488898025.274035;2;1;-1
1488898025.274035;0;0;0
1488898025.282018;2;0;4
1488898025.282018;2;1;6
1488898025.282018;0;0;0
1488898025.290028;2;0;4
1488898025.290028;0;0;0
1488898025.298040;2;0;-7
1488898025.298040;2;1;5
1488898025.298040;0;0;0
1488898025.306025;2;0;3
1488898025.306025;2;1;-2
1488898025.306025;0;0;0
1488898025.314034;2;0;2
1488898025.314034;2;1;-5
1488898025.314034;0;0;0
1488898025.322025;2;0;9
1488898025.322025;2;1;1
1488898025.322025;0;0;0
1488898025.330047;2;0;2
1488898025.330047;2;1;-2
1488898025.330047;0;0;0
1488898025.338029;2;0;-1
1488898025.338029;2;1;1
1488898025.338029;0;0;0
1488898025.346021;2;0;-1
1488898025.346021;2;1;2
1488898025.346021;0;0;0
1488898025.354026;2;0;1
1488898025.354026;2;1;-4
1488898025.354026;0;0;0
1488898025.362023;2;0;-2
1488898025.362023;2;1;-2
1488898025.362023;0;0;0
1488898025.370023;2;0;15
1488898025.370023;2;1;11
1488898025.370023;0;0;0
