time;code;value
1488897816.749760;0;0;0
1488897816.757758;2;0;3
1488897816.757758;2;1;-4
1488897816.757758;0;0;0
1488897816.765755;2;0;-3
1488897816.765755;2;1;1
1488897816.765755;0;0;0
1488897816.773756;2;0;4
1488897816.773756;2;1;5
1488897816.773756;0;0;0
1488897816.781745;2;0;-2
1488897816.781745;2;1;-1
1488897816.781745;0;0;0
1488897816.789759;2;0;-3
1488897816.789759;2;1;3
1488897816.789759;0;0;0
1488897816.797758;2;0;1
1488897816.797758;2;1;3
1488897816.797758;0;0;0
1488897816.805756;2;1;1
1488897816.805756;0;0;0
1488897816.813757;2;0;3
1488897816.813757;2;1;-4
1488897816.813757;0;0;0
1488897816.821759;2;0;-9
1488897816.821759;2;1;-6
1488897816.821759;0;0;0
1488897816.829749;2;0;-4
1488897816.829749;2;1;-1
1488897816.829749;0;0;0
1488897816.837757;2;0;2
1488897816.837757;2;1;6
1488897816.837757;0;0;0
1488897816.845761;2;0;-1
1488897816.845761;2;1;-10
1488897816.845761;0;0;0
1488897816.853760;2;0;-1
1488897816.853760;2;1;2
1488897816.853760;0;0;0
1488897816.861759;2;0;1
1488897816.861759;2;1;-1
1488897816.861759;0;0;0
1488897816.869762;2;0;3
1488897816.869762;2;1;5
1488897816.869762;0;0;0
1488897816.877759;2;0;-6
1488897816.877759;2;1;-4
1488897816.877759;0;0;0
1488897816.885756;2;0;-11
1488897816.885756;2;1;-2
1488897816.885756;0;0;0
1488897816.893761;2;0;-1
1488897816.893761;2;1;3
1488897816.893761;0;0;0
1488897816.901761;2;0;2
1488897816.901761;2;1;2
1488897816.901761;0;0;0
1488897816.909749;2;0;-2
1488897816.909749;2;1;2
1488897816.909749;0;0;0
1488897816.917762;2;0;-4
1488897816.917762;0;0;0
1488897816.925760;2;0;-2
1488897816.925760;2;1;-3
1488897816.925760;0;0;0
1488897816.933759;2;0;-6
1488897816.933759;2;1;-3
1488897816.933759;0;0;0
1488897816.941747;2;0;-7
1488897816.941747;2;1;-8
1488897816.941747;0;0;0
1488897816.949762;2;0;3
1488897816.949762;2;1;1
1488897816.949762;0;0;0
1488897816.957760;2;0;-1
1488897816.957760;2;1;-2
1488897816.957760;0;0;0
1488897816.965758;2;0;1
1488897816.965758;2;1;1
1488897816.965758;0;0;0
1488897816.973761;2;0;5
1488897816.973761;2;1;3
1488897816.973761;0;0;0
1488897816.981761;2;0;-8
1488897816.981761;2;1;-2
1488897816.981761;0;0;0
1488897816.989760;2;0;-8
1488897816.989760;2;1;-2
1488897816.989760;0;0;0
1488897816.997762;2;0;-4
1488897816.997762;2;1;1
1488897816.997762;0;0;0
1488897817.005764;2;0;4
1488897817.005764;2;1;3
1488897817.005764;0;0;0
1488897817.013766;2;0;5
1488897817.013766;2;1;9
1488897817.013766;0;0;0
1488897817.021756;2;0;1
1488897817.021756;2;1;4
1488897817.021756;0;0;0
1488897817.029762;2;0;7
1488897817.029762;2;1;3
1488897817.029762;0;0;0
1488897817.037765;2;0;4
1488897817.037765;2;1;-1
1488897817.037765;0;0;0
1488897817.045763;2;1;3
1488897817.045763;0;0;0
1488897817.053752;2;0;3
1488897817.053752;2;1;-7
1488897817.053752;0;0;0
1488897817.061766;2;0;-4
1488897817.061766;0;0;0
1488897817.069763;2;0;3
1488897817.069763;2;1;-5
1488897817.069763;0;0;0
1488897817.077761;2;0;-6
1488897817.077761;2;1;-2
1488897817.077761;0;0;0
1488897817.085762;2;0;-3
1488897817.085762;2;1;-1
1488897817.085762;0;0;0
1488897817.093763;2;1;4
1488897817.093763;0;0;0
1488897817.101763;2;0;3
1488897817.101763;2;1;5
1488897817.101763;0;0;0
1488897817.109766;2;0;6
1488897817.109766;2;1;-2
1488897817.109766;0;0;0
1488897817.117768;2;1;1
1488897817.117768;0;0;0
1488897817.125766;2;0;-4
1488897817.125766;2;1;-8
1488897817.125766;0;0;0
1488897817.133765;2;0;-2
1488897817.133765;2;1;-3
1488897817.133765;0;0;0
1488897817.141756;2;1;-2
1488897817.141756;0;0;0
1488897817.149764;2;1;-1
1488897817.149764;0;0;0
1488897817.157766;2;0;-3
1488897817.157766;2;1;-1
1488897817.157766;0;0;0
1488897817.165765;2;0;-1
1488897817.165765;2;1;-1
1488897817.165765;0;0;0
1488897817.173764;2;0;2
1488897817.173764;0;0;0
1488897817.181765;2;0;4
1488897817.181765;2;1;-1
1488897817.181765;0;0;0
1488897817.189768;2;0;4
1488897817.189768;2;1;1
1488897817.189768;0;0;0
1488897817.197751;2;0;-4
1488897817.197751;2;1;-4
1488897817.197751;0;0;0
1488897817.205767;2;0;3
1488897817.205767;2;1;-2
1488897817.205767;0;0;0
1488897817.213753;2;1;-3
1488897817.213753;0;0;0
1488897817.221764;2;0;-7
1488897817.221764;2;1;-4
1488897817.221764;0;0;0
1488897817.229766;2;0;-4
1488897817.229766;2;1;1
1488897817.229766;0;0;0
1488897817.237755;2;0;5
1488897817.237755;0;0;0
1488897817.245767;2;0;1
1488897817.245767;2;1;-3
1488897817.245767;0;0;0
1488897817.261767;2;0;2
1488897817.261767;2;1;3
1488897817.261767;0;0;0
1488897817.269759;2;0;1
1488897817.269759;2;1;1
1488897817.269759;0;0;0
1488897817.277766;2;0;2
1488897817.277766;2;1;2
1488897817.277766;0;0;0
1488897817.285766;2;0;-2
1488897817.285766;2;1;3
1488897817.285766;0;0;0
1488897817.293765;2;0;1
1488897817.293765;2;1;1
1488897817.293765;0;0;0
1488897817.301765;2;0;4
1488897817.301765;2;1;2
1488897817.301765;0;0;0
1488897817.309771;2;0;-4
1488897817.309771;2;1;-5
1488897817.309771;0;0;0
1488897817.317770;2;0;1
1488897817.317770;2;1;-1
1488897817.317770;0;0;0
1488897817.325769;2;0;3
1488897817.325769;2;1;3
1488897817.325769;0;0;0
1488897817.333768;2;0;-1
1488897817.333768;2;1;-2
1488897817.333768;0;0;0
1488897817.341758;2;0;-1
1488897817.341758;2;1;-3
1488897817.341758;0;0;0
1488897817.349770;2;0;3
1488897817.349770;2;1;3
1488897817.349770;0;0;0
1488897817.357767;2;0;6
1488897817.357767;2;1;-4
1488897817.357767;0;0;0
1488897817.365766;2;0;-5
1488897817.365766;2;1;-1
1488897817.365766;0;0;0
1488897817.373768;2;0;-4
1488897817.373768;2;1;-6
1488897817.373768;0;0;0
1488897817.381770;2;1;1
1488897817.381770;0;0;0
1488897817.389772;2;0;4
1488897817.389772;0;0;0
1488897817.397771;2;0;-1
1488897817.397771;0;0;0
1488897817.405776;2;0;-3
1488897817.405776;2;1;1
1488897817.405776;0;0;0
1488897817.413774;2;0;1
1488897817.413774;2;1;2
1488897817.413774;0;0;0
1488897817.421771;2;0;7
1488897817.421771;2;1;4
1488897817.421771;0;0;0
1488897817.429770;2;0;-3
1488897817.429770;2;1;5
1488897817.429770;0;0;0
1488897817.437772;2;0;1
1488897817.437772;0;0;0
1488897817.445761;2;0;-2
1488897817.445761;2;1;2
1488897817.445761;0;0;0
1488897817.453771;2;0;1
1488897817.453771;0;0;0
1488897817.461759;2;0;-1
1488897817.461759;2;1;5
1488897817.461759;0;0;0
1488897817.469773;2;0;5
1488897817.469773;2;1;3
1488897817.469773;0;0;0
1488897817.477771;2;0;-2
1488897817.477771;2;1;-2
1488897817.477771;0;0;0
1488897817.485772;2;0;-4
1488897817.485772;2;1;-5
1488897817.485772;0;0;0
1488897817.493771;2;0;3
1488897817.493771;2;1;1
1488897817.493771;0;0;0
1488897817.501770;2;0;1
1488897817.501770;2;1;1
1488897817.501770;0;0;0
1488897817.509768;2;1;2
1488897817.509768;0;0;0
1488897817.517773;2;0;2
1488897817.517773;2;1;-3
1488897817.517773;0;0;0
1488897817.525771;2;0;-4
1488897817.525771;2;1;-4
1488897817.525771;0;0;0
1488897817.533770;2;0;-1
1488897817.533770;2;1;-7
1488897817.533770;0;0;0
1488897817.541772;2;0;-3
1488897817.541772;0;0;0
1488897817.549774;2;0;1
1488897817.549774;2;1;4
1488897817.549774;0;0;0
1488897817.557772;2;0;1
1488897817.557772;2;1;1
1488897817.557772;0;0;0
1488897817.565776;2;0;-1
1488897817.565776;2;1;-2
1488897817.565776;0;0;0
1488897817.573774;2;0;2
1488897817.573774;2;1;4
1488897817.573774;0;0;0
1488897817.581773;2;0;-3
1488897817.581773;2;1;1
1488897817.581773;0;0;0
1488897817.589774;2;0;1
1488897817.589774;2;1;-3
1488897817.589774;0;0;0
1488897817.597772;2;0;2
1488897817.597772;2;1;-1
1488897817.597772;0;0;0
1488897817.605769;2;1;-6
1488897817.605769;0;0;0
1488897817.613776;2;0;9
1488897817.613776;2;1;4
1488897817.613776;0;0;0
1488897817.621772;2;0;-4
1488897817.621772;0;0;0
1488897817.629774;2;0;5
1488897817.629774;2;1;2
1488897817.629774;0;0;0
1488897817.637774;2;1;-6
1488897817.637774;0;0;0
1488897817.645774;2;0;-6
1488897817.645774;2;1;-7
1488897817.645774;0;0;0
1488897817.653774;2;0;-2
1488897817.653774;2;1;-1
1488897817.653774;0;0;0
1488897817.661777;2;0;4
1488897817.661777;2;1;-4
1488897817.661777;0;0;0
1488897817.669772;2;0;-3
1488897817.669772;2;1;-8
1488897817.669772;0;0;0
1488897817.677777;2;1;2
1488897817.677777;0;0;0
1488897817.685775;2;0;1
1488897817.685775;2;1;2
1488897817.685775;0;0;0
1488897817.693775;2;0;-1
1488897817.693775;2;1;-5
1488897817.693775;0;0;0
1488897817.701775;2;0;6
1488897817.701775;2;1;-4
1488897817.701775;0;0;0
1488897817.709777;2;0;-3
1488897817.709777;2;1;-1
1488897817.709777;0;0;0
1488897817.717763;2;0;-2
1488897817.717763;0;0;0
1488897817.725778;2;0;-6
1488897817.725778;0;0;0
1488897817.733777;2;0;-3
1488897817.733777;2;1;-4
1488897817.733777;0;0;0
1488897817.741768;2;0;2
1488897817.741768;2;1;2
1488897817.741768;0;0;0
1488897817.749776;2;0;1
1488897817.749776;2;1;3
1488897817.749776;0;0;0
1488897817.757778;2;0;-7
1488897817.757778;2;1;3
1488897817.757778;0;0;0
1488897817.765775;2;0;-4
1488897817.765775;2;1;-4
1488897817.765775;0;0;0
1488897817.773780;2;0;-3
1488897817.773780;2;1;-3
1488897817.773780;0;0;0
1488897817.781776;2;1;4
1488897817.781776;0;0;0
1488897817.789777;2;0;1
1488897817.789777;2;1;-3
1488897817.789777;0;0;0
1488897817.797764;2;0;-2
1488897817.797764;2;1;4
1488897817.797764;0;0;0
1488897817.805778;2;0;2
1488897817.805778;2;1;-4
1488897817.805778;0;0;0
1488897817.813778;2;0;-3
1488897817.813778;2;1;2
1488897817.813778;0;0;0
1488897817.821767;2;0;5
1488897817.821767;2;1;1
1488897817.821767;0;0;0
1488897817.829778;2;0;-1
1488897817.829778;0;0;0
1488897817.837779;2;0;2
1488897817.837779;2;1;-2
1488897817.837779;0;0;0
1488897817.845779;2;0;1
1488897817.845779;2;1;1
1488897817.845779;0;0;0
1488897817.853767;2;0;-5
1488897817.853767;2;1;2
1488897817.853767;0;0;0
1488897817.861780;2;0;2
1488897817.861780;2;1;3
1488897817.861780;0;0;0
1488897817.869772;2;0;2
1488897817.869772;2;1;1
1488897817.869772;0;0;0
1488897817.877780;2;0;-5
1488897817.877780;0;0;0
1488897817.885779;2;0;5
1488897817.885779;2;1;4
1488897817.885779;0;0;0
1488897817.893780;2;0;2
1488897817.893780;2;1;-1
1488897817.893780;0;0;0
1488897817.901780;2;0;-3
1488897817.901780;2;1;-4
1488897817.901780;0;0;0
1488897817.917781;2;0;-2
1488897817.917781;2;1;-6
1488897817.917781;0;0;0
1488897817.925780;2;0;1
1488897817.925780;0;0;0
1488897817.933780;2;0;7
1488897817.933780;2;1;2
1488897817.933780;0;0;0
1488897817.941779;2;0;8
1488897817.941779;2;1;5
1488897817.941779;0;0;0
1488897817.949783;2;0;-1
1488897817.949783;2;1;1
1488897817.949783;0;0;0
1488897817.957782;2;0;-3
1488897817.957782;2;1;-1
1488897817.957782;0;0;0
1488897817.965779;2;0;1
1488897817.965779;2;1;-4
1488897817.965779;0;0;0
1488897817.973779;2;0;-6
1488897817.973779;2;1;-1
1488897817.973779;0;0;0
1488897817.981769;2;0;-5
1488897817.981769;2;1;1
1488897817.981769;0;0;0
1488897817.989785;2;1;-3
1488897817.989785;0;0;0
1488897817.997783;2;0;2
1488897817.997783;2;1;-6
1488897817.997783;0;0;0
1488897818.005784;2;0;-1
1488897818.005784;2;1;-3
1488897818.005784;0;0;0
1488897818.013781;2;0;-5
1488897818.013781;2;1;-5
1488897818.013781;0;0;0
1488897818.021783;2;0;3
1488897818.021783;2;1;-1
1488897818.021783;0;0;0
1488897818.029782;2;0;-1
1488897818.029782;2;1;5
1488897818.029782;0;0;0
1488897818.037784;2;0;3
1488897818.037784;2;1;4
1488897818.037784;0;0;0
1488897818.045781;2;0;-7
1488897818.045781;2;1;-3
1488897818.045781;0;0;0
1488897818.053773;2;0;-9
1488897818.053773;2;1;-6
1488897818.053773;0;0;0
1488897818.061773;2;0;-2
1488897818.061773;2;1;2
1488897818.061773;0;0;0
1488897818.069786;2;0;-5
1488897818.069786;2;1;-3
1488897818.069786;0;0;0
1488897818.077786;2;0;-1
1488897818.077786;2;1;3
1488897818.077786;0;0;0
1488897818.085782;2;0;-1
1488897818.085782;2;1;-3
1488897818.085782;0;0;0
1488897818.093784;2;0;-7
1488897818.093784;2;1;-8
1488897818.093784;0;0;0
1488897818.101784;2;0;-2
1488897818.101784;2;1;1
1488897818.101784;0;0;0
1488897818.109782;2;0;-2
1488897818.109782;2;1;-3
1488897818.109782;0;0;0
1488897818.117783;2;0;6
1488897818.117783;0;0;0
1488897818.125773;2;0;-2
1488897818.125773;2;1;-4
1488897818.125773;0;0;0
1488897818.133778;2;0;2
1488897818.133778;2;1;2
1488897818.133778;0;0;0
1488897818.141785;2;0;3
1488897818.141785;0;0;0
1488897818.149784;2;0;-1
1488897818.149784;2;1;2
1488897818.149784;0;0;0
1488897818.157787;2;0;-3
1488897818.157787;2;1;-5
1488897818.157787;0;0;0
1488897818.165789;2;0;-3
1488897818.165789;2;1;-4
1488897818.165789;0;0;0
1488897818.173786;2;0;-1
1488897818.173786;2;1;-3
1488897818.173786;0;0;0
1488897818.181788;2;1;-9
1488897818.181788;0;0;0
1488897818.189772;2;0;-3
1488897818.189772;2;1;-3
1488897818.189772;0;0;0
1488897818.197790;2;0;-3
1488897818.197790;2;1;-6
1488897818.197790;0;0;0
1488897818.205784;2;0;-8
1488897818.205784;2;1;-4
1488897818.205784;0;0;0
1488897818.213784;2;0;1
1488897818.213784;0;0;0
1488897818.221784;2;0;-2
1488897818.221784;2;1;-1
1488897818.221784;0;0;0
1488897818.229790;2;0;-4
1488897818.229790;2;1;-4
1488897818.229790;0;0;0
1488897818.237777;2;0;-5
1488897818.237777;2;1;-2
1488897818.237777;0;0;0
1488897818.245789;2;0;-1
1488897818.245789;2;1;2
1488897818.245789;0;0;0
1488897818.253785;2;0;-1
1488897818.253785;2;1;-6
1488897818.253785;0;0;0
1488897818.261786;2;0;1
1488897818.261786;2;1;-2
1488897818.261786;0;0;0
1488897818.269790;2;0;7
1488897818.269790;2;1;2
1488897818.269790;0;0;0
1488897818.277788;2;0;10
1488897818.277788;2;1;5
1488897818.277788;0;0;0
1488897818.285790;2;0;1
1488897818.285790;2;1;2
1488897818.285790;0;0;0
1488897818.293806;2;0;-4
1488897818.293806;2;1;-2
1488897818.293806;0;0;0
1488897818.301798;2;0;3
1488897818.301798;0;0;0
1488897818.309794;2;0;-1
1488897818.309794;2;1;-1
1488897818.309794;0;0;0
1488897818.317785;2;0;6
1488897818.317785;2;1;-1
1488897818.317785;0;0;0
1488897818.325788;2;0;-4
1488897818.325788;2;1;3
1488897818.325788;0;0;0
1488897818.333786;2;0;-1
1488897818.333786;2;1;-2
1488897818.333786;0;0;0
1488897818.341791;2;0;5
1488897818.341791;2;1;8
1488897818.341791;0;0;0
1488897818.349796;2;0;-6
1488897818.349796;2;1;-8
1488897818.349796;0;0;0
1488897818.357799;2;0;-2
1488897818.357799;2;1;-5
1488897818.357799;0;0;0
1488897818.365796;2;0;-3
1488897818.365796;2;1;-3
1488897818.365796;0;0;0
1488897818.373796;2;0;-3
1488897818.373796;2;1;-3
1488897818.373796;0;0;0
1488897818.381796;2;0;-6
1488897818.381796;2;1;3
1488897818.381796;0;0;0
1488897818.389806;2;0;-5
1488897818.389806;2;1;3
1488897818.389806;0;0;0
1488897818.397799;2;0;1
1488897818.397799;0;0;0
1488897818.405805;2;1;-2
1488897818.405805;0;0;0
1488897818.413802;2;0;-3
1488897818.413802;2;1;-5
1488897818.413802;0;0;0
1488897818.421796;2;0;-4
1488897818.421796;0;0;0
1488897818.429787;2;0;-2
1488897818.429787;2;1;6
1488897818.429787;0;0;0
1488897818.437783;2;0;-6
1488897818.437783;0;0;0
1488897818.445792;2;0;-1
1488897818.445792;2;1;-3
1488897818.445792;0;0;0
1488897818.453788;2;0;-3
1488897818.453788;0;0;0
1488897818.461785;2;0;5
1488897818.461785;2;1;-1
1488897818.461785;0;0;0
1488897818.469786;2;0;-11
1488897818.469786;2;1;-4
1488897818.469786;0;0;0
1488897818.477785;2;0;2
1488897818.477785;2;1;5
1488897818.477785;0;0;0
1488897818.485783;2;0;-4
1488897818.485783;0;0;0
1488897818.493775;2;0;3
1488897818.493775;2;1;2
1488897818.493775;0;0;0
1488897818.501778;2;0;-7
1488897818.501778;2;1;-6
1488897818.501778;0;0;0
1488897818.509774;2;0;2
1488897818.509774;2;1;-2
1488897818.509774;0;0;0
1488897818.517769;2;1;1
1488897818.517769;0;0;0
1488897818.525768;2;0;2
1488897818.525768;2;1;3
1488897818.525768;0;0;0
1488897818.533764;2;0;-3
1488897818.533764;2;1;-1
1488897818.533764;0;0;0
1488897818.541767;2;1;-5
1488897818.541767;0;0;0
1488897818.549764;2;0;-3
1488897818.549764;2;1;3
1488897818.549764;0;0;0
1488897818.557765;2;0;1
1488897818.557765;2;1;-5
1488897818.557765;0;0;0
1488897818.565770;2;0;-2
1488897818.565770;2;1;-1
1488897818.565770;0;0;0
1488897818.573763;2;0;8
1488897818.573763;2;1;4
1488897818.573763;0;0;0
1488897818.581769;2;0;-2
1488897818.581769;2;1;2
1488897818.581769;0;0;0
1488897818.589765;2;0;3
1488897818.589765;2;1;1
1488897818.589765;0;0;0
1488897818.597765;2;0;2
1488897818.597765;2;1;-2
1488897818.597765;0;0;0
1488897818.605763;2;0;5
1488897818.605763;2;1;2
1488897818.605763;0;0;0
1488897818.613776;2;1;-3
1488897818.613776;0;0;0
1488897818.621780;2;0;-5
1488897818.621780;2;1;-1
1488897818.621780;0;0;0
1488897818.629775;2;0;-7
1488897818.629775;2;1;-2
1488897818.629775;0;0;0
1488897818.637776;2;0;-2
1488897818.637776;2;1;2
1488897818.637776;0;0;0
1488897818.645774;2;0;1
1488897818.645774;0;0;0
1488897818.653775;2;0;-6
1488897818.653775;2;1;2
1488897818.653775;0;0;0
1488897818.661778;2;1;-2
1488897818.661778;0;0;0
1488897818.669775;2;0;-3
1488897818.669775;2;1;-2
1488897818.669775;0;0;0
1488897818.677775;2;0;-4
1488897818.677775;2;1;-4
1488897818.677775;0;0;0
1488897818.685769;2;0;-6
1488897818.685769;2;1;-3
1488897818.685769;0;0;0
1488897818.693775;2;0;5
1488897818.693775;0;0;0
1488897818.701771;2;0;1
1488897818.701771;2;1;1
1488897818.701771;0;0;0
1488897818.709776;2;0;-1
1488897818.709776;2;1;6
1488897818.709776;0;0;0
1488897818.717776;2;0;2
1488897818.717776;2;1;1
1488897818.717776;0;0;0
1488897818.725767;2;0;-1
1488897818.725767;2;1;2
1488897818.725767;0;0;0
1488897818.733767;2;1;4
1488897818.733767;0;0;0
1488897818.741765;2;0;1
1488897818.741765;2;1;-3
1488897818.741765;0;0;0
1488897818.749765;2;0;3
1488897818.749765;2;1;2
1488897818.749765;0;0;0
1488897818.757772;2;0;6
1488897818.757772;2;1;6
1488897818.757772;0;0;0
1488897818.765800;2;0;-1
1488897818.765800;2;1;3
1488897818.765800;0;0;0
1488897818.773771;2;0;-9
1488897818.773771;2;1;-1
1488897818.773771;0;0;0
1488897818.781765;2;0;-1
1488897818.781765;2;1;2
1488897818.781765;0;0;0
1488897818.789766;2;1;3
1488897818.789766;0;0;0
1488897818.797771;2;0;1
1488897818.797771;0;0;0
1488897818.805765;2;0;-3
1488897818.805765;2;1;1
1488897818.805765;0;0;0
1488897818.813768;2;0;1
1488897818.813768;2;1;-2
1488897818.813768;0;0;0
1488897818.821770;2;0;3
1488897818.821770;2;1;2
1488897818.821770;0;0;0
1488897818.829770;2;1;4
1488897818.829770;0;0;0
1488897818.837767;2;0;2
1488897818.837767;2;1;1
1488897818.837767;0;0;0
1488897818.853771;2;0;1
1488897818.853771;2;1;5
1488897818.853771;0;0;0
1488897818.861767;2;0;4
1488897818.861767;2;1;6
1488897818.861767;0;0;0
1488897818.869769;2;0;-2
1488897818.869769;2;1;-1
1488897818.869769;0;0;0
1488897818.877796;2;0;-4
1488897818.877796;2;1;-4
1488897818.877796;0;0;0
1488897818.885784;2;0;2
1488897818.885784;2;1;-1
1488897818.885784;0;0;0
1488897818.893778;2;0;5
1488897818.893778;2;1;4
1488897818.893778;0;0;0
1488897818.901778;2;0;2
1488897818.901778;2;1;-3
1488897818.901778;0;0;0
1488897818.909777;2;0;-3
1488897818.909777;2;1;3
1488897818.909777;0;0;0
1488897818.917775;2;0;2
1488897818.917775;2;1;4
1488897818.917775;0;0;0
1488897818.925776;2;0;-2
1488897818.925776;2;1;2
1488897818.925776;0;0;0
1488897818.933778;2;0;3
1488897818.933778;0;0;0
1488897818.941774;2;0;4
1488897818.941774;2;1;1
1488897818.941774;0;0;0
1488897818.949775;2;0;4
1488897818.949775;2;1;1
1488897818.949775;0;0;0
1488897818.957775;2;0;3
1488897818.957775;2;1;1
1488897818.957775;0;0;0
1488897818.965777;2;0;-3
1488897818.965777;2;1;4
1488897818.965777;0;0;0
1488897818.973776;2;0;4
1488897818.973776;2;1;-1
1488897818.973776;0;0;0
1488897818.981775;2;0;6
1488897818.981775;2;1;4
1488897818.981775;0;0;0
1488897818.989776;2;0;1
1488897818.989776;2;1;-6
1488897818.989776;0;0;0
1488897818.997776;2;0;-6
1488897818.997776;2;1;-5
1488897818.997776;0;0;0
1488897819.005781;2;0;-1
1488897819.005781;2;1;-2
1488897819.005781;0;0;0
1488897819.013778;2;1;3
1488897819.013778;0;0;0
1488897819.021780;2;0;7
1488897819.021780;2;1;4
1488897819.021780;0;0;0
1488897819.029785;2;0;-5
1488897819.029785;0;0;0
1488897819.037781;2;0;5
1488897819.037781;2;1;4
1488897819.037781;0;0;0
1488897819.045781;2;0;-1
1488897819.045781;2;1;-1
1488897819.045781;0;0;0
1488897819.053777;2;0;3
1488897819.053777;2;1;5
1488897819.053777;0;0;0
1488897819.061783;2;0;-2
1488897819.061783;2;1;-1
1488897819.061783;0;0;0
1488897819.069783;2;0;-1
1488897819.069783;2;1;2
1488897819.069783;0;0;0
1488897819.077790;2;0;-2
1488897819.077790;2;1;-2
1488897819.077790;0;0;0
1488897819.085803;2;0;10
1488897819.085803;2;1;5
1488897819.085803;0;0;0
1488897819.093799;2;0;-2
1488897819.093799;0;0;0
1488897819.101795;2;0;2
1488897819.101795;2;1;-5
1488897819.101795;0;0;0
1488897819.109794;2;0;-8
1488897819.109794;2;1;-6
1488897819.109794;0;0;0
1488897819.117791;2;0;1
1488897819.117791;2;1;-3
1488897819.117791;0;0;0
1488897819.125784;2;0;4
1488897819.125784;2;1;-2
1488897819.125784;0;0;0
1488897819.133794;2;1;-3
1488897819.133794;0;0;0
1488897819.141795;2;0;7
1488897819.141795;2;1;6
1488897819.141795;0;0;0
1488897819.149795;2;0;-2
1488897819.149795;0;0;0
1488897819.157796;2;0;2
1488897819.157796;2;1;2
1488897819.157796;0;0;0
1488897819.165794;2;0;-2
1488897819.165794;2;1;-1
1488897819.165794;0;0;0
1488897819.173794;2;0;2
1488897819.173794;2;1;-4
1488897819.173794;0;0;0
1488897819.181794;2;0;5
1488897819.181794;2;1;2
1488897819.181794;0;0;0
1488897819.189798;2;0;2
1488897819.189798;2;1;3
1488897819.189798;0;0;0
1488897819.197797;2;0;-5
1488897819.197797;2;1;-3
1488897819.197797;0;0;0
1488897819.205793;2;0;-3
1488897819.205793;2;1;-1
1488897819.205793;0;0;0
1488897819.221783;2;0;3
1488897819.221783;2;1;-1
1488897819.221783;0;0;0
1488897819.229796;2;0;1
1488897819.229796;2;1;-1
1488897819.229796;0;0;0
1488897819.237789;2;0;-5
1488897819.237789;2;1;-3
1488897819.237789;0;0;0
1488897819.245796;2;0;-2
1488897819.245796;2;1;-7
1488897819.245796;0;0;0
1488897819.253795;2;0;-7
1488897819.253795;2;1;-7
1488897819.253795;0;0;0
1488897819.261797;2;0;-5
1488897819.261797;2;1;-8
1488897819.261797;0;0;0
1488897819.269823;2;0;-8
1488897819.269823;2;1;-6
1488897819.269823;0;0;0
1488897819.277808;2;0;-4
1488897819.277808;2;1;-2
1488897819.277808;0;0;0
1488897819.285822;2;0;-6
1488897819.285822;2;1;3
1488897819.285822;0;0;0
1488897819.293820;2;0;-4
1488897819.293820;0;0;0
1488897819.301819;2;0;8
1488897819.301819;2;1;4
1488897819.301819;0;0;0
1488897819.309820;2;0;1
1488897819.309820;2;1;3
1488897819.309820;0;0;0
1488897819.317832;2;0;4
1488897819.317832;2;1;-1
1488897819.317832;0;0;0
1488897819.325823;2;0;5
1488897819.325823;0;0;0
1488897819.333819;2;1;-1
1488897819.333819;0;0;0
1488897819.341823;2;0;1
1488897819.341823;2;1;1
1488897819.341823;0;0;0
1488897819.349815;2;0;1
1488897819.349815;2;1;-5
1488897819.349815;0;0;0
1488897819.357827;2;0;13
1488897819.357827;2;1;1
1488897819.357827;0;0;0
1488897819.365812;2;0;18
1488897819.365812;2;1;-4
1488897819.365812;0;0;0
1488897819.381828;2;0;9
1488897819.381828;0;0;0
1488897819.389811;2;0;5
1488897819.389811;2;1;3
1488897819.389811;0;0;0
1488897819.397825;2;0;2
1488897819.397825;2;1;-4
1488897819.397825;0;0;0
1488897819.405830;2;0;1
1488897819.405830;2;1;-1
1488897819.405830;0;0;0
1488897819.413827;2;0;5
1488897819.413827;2;1;-1
1488897819.413827;0;0;0
1488897819.421820;2;0;9
1488897819.421820;2;1;8
1488897819.421820;0;0;0
1488897819.429819;2;0;3
1488897819.429819;2;1;5
1488897819.429819;0;0;0
1488897819.437818;2;0;4
1488897819.437818;2;1;1
1488897819.437818;0;0;0
1488897819.445815;2;0;-1
1488897819.445815;2;1;-4
1488897819.445815;0;0;0
1488897819.453825;2;0;2
1488897819.453825;2;1;-1
1488897819.453825;0;0;0
1488897819.461815;2;0;-6
1488897819.461815;2;1;-5
1488897819.461815;0;0;0
1488897819.469825;2;0;2
1488897819.469825;2;1;2
1488897819.469825;0;0;0
1488897819.477839;2;0;2
1488897819.477839;2;1;3
1488897819.477839;0;0;0
1488897819.485828;2;0;-3
1488897819.485828;0;0;0
1488897819.493815;2;0;-3
1488897819.493815;2;1;-3
1488897819.493815;0;0;0
1488897819.501813;2;0;-4
1488897819.501813;2;1;-6
1488897819.501813;0;0;0
1488897819.509808;2;0;1
1488897819.509808;2;1;1
1488897819.509808;0;0;0
1488897819.517814;2;0;-5
1488897819.517814;2;1;-5
1488897819.517814;0;0;0
1488897819.525796;2;0;3
1488897819.525796;2;1;3
1488897819.525796;0;0;0
1488897819.533806;2;0;4
1488897819.533806;2;1;6
1488897819.533806;0;0;0
1488897819.541799;2;0;8
1488897819.541799;2;1;6
1488897819.541799;0;0;0
1488897819.549814;2;0;4
1488897819.549814;2;1;-1
1488897819.549814;0;0;0
1488897819.557811;2;0;-7
