time,code,type,value
1488897994.12138,0,0,0
1488897994.12939,2,1,4
1488897994.12939,0,0,0
1488897994.13739,2,0,-6
1488897994.13739,0,0,0
1488897994.14539,2,0,2
1488897994.14539,2,1,-1
1488897994.14539,0,0,0
1488897994.15339,2,0,-4
1488897994.15339,2,1,-3
1488897994.15339,0,0,0
1488897994.16138,2,0,-3
1488897994.16138,2,1,-1
1488897994.16138,0,0,0
1488897994.16939,2,0,2
1488897994.16939,2,1,-1
1488897994.16939,0,0,0
1488897994.17739,2,0,-4
1488897994.17739,2,1,3
1488897994.17739,0,0,0
1488897994.18539,2,0,-1
1488897994.18539,2,1,5
1488897994.18539,0,0,0
1488897994.19338,2,0,-1
1488897994.19338,2,1,1
1488897994.19338,0,0,0
1488897994.20138,2,1,-3
1488897994.20138,0,0,0
1488897994.20939,2,0,11
1488897994.20939,2,1,7
1488897994.20939,0,0,0
1488897994.21739,2,0,3
1488897994.21739,0,0,0
1488897994.22539,2,0,-1
1488897994.22539,2,1,-5
1488897994.22539,0,0,0
1488897994.23339,2,0,-2
1488897994.23339,2,1,-1
1488897994.23339,0,0,0
1488897994.24139,2,1,-1
1488897994.24139,0,0,0
1488897994.24938,2,0,3
1488897994.24938,2,1,-2
1488897994.24938,0,0,0
1488897994.25739,2,0,4
1488897994.25739,0,0,0
1488897994.26539,2,0,1
1488897994.26539,2,1,-2
1488897994.26539,0,0,0
1488897994.27338,2,0,6
1488897994.27338,0,0,0
1488897994.28139,2,0,5
1488897994.28139,2,1,6
1488897994.28139,0,0,0
1488897994.28938,2,0,3
1488897994.28938,2,1,-4
1488897994.28938,0,0,0
1488897994.29738,2,0,1
1488897994.29738,2,1,5
1488897994.29738,0,0,0
1488897994.30539,2,0,5
1488897994.30539,2,1,-3
1488897994.30539,0,0,0
1488897994.31339,2,0,-5
1488897994.31339,0,0,0
1488897994.32138,2,0,4
1488897994.32138,0,0,0
1488897994.32939,2,0,-3
1488897994.32939,2,1,-2
1488897994.32939,0,0,0
1488897994.33739,2,1,-7
1488897994.33739,0,0,0
1488897994.34539,2,0,1
1488897994.34539,2,1,-3
1488897994.34539,0,0,0
1488897994.35341,2,0,3
1488897994.35341,2,1,4
1488897994.35341,0,0,0
1488897994.36139,2,0,-3
1488897994.36139,2,1,-3
1488897994.36139,0,0,0
1488897994.36938,2,0,5
1488897994.36938,0,0,0
1488897994.37739,2,0,5
1488897994.37739,2,1,2
1488897994.37739,0,0,0
1488897994.3854,2,0,8
1488897994.3854,2,1,-2
1488897994.3854,0,0,0
1488897994.39339,2,0,-1
1488897994.39339,2,1,1
1488897994.39339,0,0,0
1488897994.40139,2,0,-2
1488897994.40139,2,1,-2
1488897994.40139,0,0,0
1488897994.40939,2,0,2
1488897994.40939,2,1,3
1488897994.40939,0,0,0
1488897994.4174,2,0,1
1488897994.4174,2,1,1
1488897994.4174,0,0,0
1488897994.4254,2,0,3
1488897994.4254,2,1,1
1488897994.4254,0,0,0
1488897994.4334,2,0,-4
1488897994.4334,2,1,-1
1488897994.4334,0,0,0
1488897994.4414,2,0,-5
1488897994.4414,2,1,-4
1488897994.4414,0,0,0
1488897994.4494,2,0,-2
1488897994.4494,2,1,1
1488897994.4494,0,0,0
1488897994.45739,2,0,-23
1488897994.45739,2,1,-28
1488897994.45739,0,0,0
1488897994.4654,2,0,-10
1488897994.4654,2,1,-18
1488897994.4654,0,0,0
1488897994.4734,2,0,-9
1488897994.4734,2,1,-17
1488897994.4734,0,0,0
1488897994.4814,2,0,-5
1488897994.4814,2,1,-2
1488897994.4814,0,0,0
1488897994.4894,2,0,-4
1488897994.4894,2,1,-2
1488897994.4894,0,0,0
1488897994.49739,2,0,5
1488897994.49739,2,1,7
1488897994.49739,0,0,0
1488897994.5054,2,0,-3
1488897994.5054,2,1,-7
1488897994.5054,0,0,0
1488897994.5134,2,0,13
1488897994.5134,2,1,-8
1488897994.5134,0,0,0
1488897994.52139,2,0,-2
1488897994.52139,2,1,-2
1488897994.52139,0,0,0
1488897994.52939,2,0,-7
1488897994.52939,2,1,-2
1488897994.52939,0,0,0
1488897994.53741,2,0,-4
1488897994.53741,2,1,-4
1488897994.53741,0,0,0
1488897994.5454,2,0,-6
1488897994.5454,2,1,-2
1488897994.5454,0,0,0
1488897994.5534,2,0,-9
1488897994.5534,2,1,-1
1488897994.5534,0,0,0
1488897994.5614,2,0,2
1488897994.5614,2,1,-3
1488897994.5614,0,0,0
1488897994.5694,2,0,-5
1488897994.5694,2,1,-6
1488897994.5694,0,0,0
1488897994.5774,2,0,-2
1488897994.5774,2,1,-4
1488897994.5774,0,0,0
1488897994.5854,2,0,-6
1488897994.5854,2,1,1
1488897994.5854,0,0,0
1488897994.5934,2,0,-3
1488897994.5934,2,1,-1
1488897994.5934,0,0,0
1488897994.6014,2,0,-4
1488897994.6014,2,1,5
1488897994.6014,0,0,0
1488897994.6094,2,0,1
1488897994.6094,2,1,1
1488897994.6094,0,0,0
1488897994.6174,2,0,-6
1488897994.6174,2,1,-11
1488897994.6174,0,0,0
1488897994.6254,2,0,3
1488897994.6254,2,1,1
1488897994.6254,0,0,0
1488897994.6334,2,0,-1
1488897994.6334,2,1,4
1488897994.6334,0,0,0
1488897994.6414,2,0,2
1488897994.6414,2,1,2
1488897994.6414,0,0,0
1488897994.64939,2,0,2
1488897994.64939,2,1,2
1488897994.64939,0,0,0
1488897994.6574,2,0,-8
1488897994.6574,2,1,-3
1488897994.6574,0,0,0
1488897994.6734,2,0,-1
1488897994.6734,2,1,1
1488897994.6734,0,0,0
1488897994.6814,2,0,-5
1488897994.6814,0,0,0
1488897994.6894,2,0,-12
1488897994.6894,2,1,-5
1488897994.6894,0,0,0
1488897994.6974,2,0,6
1488897994.6974,2,1,4
1488897994.6974,0,0,0
1488897994.70541,2,0,-1
1488897994.70541,2,1,2
1488897994.70541,0,0,0
1488897994.7134,2,0,-3
1488897994.7134,2,1,-8
1488897994.7134,0,0,0
1488897994.72141,2,0,6
1488897994.72141,2,1,-3
1488897994.72141,0,0,0
1488897994.7294,2,0,3
1488897994.7294,2,1,1
1488897994.7294,0,0,0
1488897994.73741,2,0,-3
1488897994.73741,2,1,4
1488897994.73741,0,0,0
1488897994.7454,2,0,-2
1488897994.7454,2,1,-2
1488897994.7454,0,0,0
1488897994.7534,2,0,-2
1488897994.7534,2,1,-13
1488897994.7534,0,0,0
1488897994.7614,2,0,-8
1488897994.7614,2,1,-8
1488897994.7614,0,0,0
1488897994.7694,2,0,-1
1488897994.7694,2,1,-4
1488897994.7694,0,0,0
1488897994.77744,2,0,6
1488897994.77744,2,1,2
1488897994.77744,0,0,0
1488897994.78541,2,0,2
1488897994.78541,2,1,-1
1488897994.78541,0,0,0
1488897994.79341,2,1,4
1488897994.79341,0,0,0
1488897994.8014,2,0,3
1488897994.8014,2,1,1
1488897994.8014,0,0,0
1488897994.8094,2,0,-6
1488897994.8094,2,1,5
1488897994.8094,0,0,0
1488897994.81741,2,0,-3
1488897994.81741,0,0,0
1488897994.8254,2,0,-5
1488897994.8254,0,0,0
1488897994.83341,2,0,-2
1488897994.83341,2,1,2
1488897994.83341,0,0,0
1488897994.8414,2,0,-3
1488897994.8414,2,1,1
1488897994.8414,0,0,0
1488897994.84941,2,0,-2
1488897994.84941,2,1,8
1488897994.84941,0,0,0
1488897994.8574,2,0,-1
1488897994.8574,2,1,1
1488897994.8574,0,0,0
1488897994.86541,2,1,5
1488897994.86541,0,0,0
1488897994.8734,2,0,-12
1488897994.8734,2,1,-2
1488897994.8734,0,0,0
1488897994.8814,2,1,2
1488897994.8814,0,0,0
1488897994.88941,2,0,2
1488897994.88941,2,1,7
1488897994.88941,0,0,0
1488897994.89741,2,1,1
1488897994.89741,0,0,0
1488897994.9054,2,0,-4
1488897994.9054,2,1,-12
1488897994.9054,0,0,0
1488897994.9134,2,0,-9
1488897994.9134,2,1,6
1488897994.9134,0,0,0
1488897994.92141,2,0,-7
1488897994.92141,2,1,-6
1488897994.92141,0,0,0
1488897994.92941,2,0,7
1488897994.92941,2,1,-2
1488897994.92941,0,0,0
1488897994.93741,2,0,-4
1488897994.93741,2,1,-2
1488897994.93741,0,0,0
1488897994.94541,2,0,4
1488897994.94541,2,1,1
1488897994.94541,0,0,0
1488897994.9534,2,0,-4
1488897994.9534,2,1,-2
1488897994.9534,0,0,0
1488897994.96141,2,0,-1
1488897994.96141,0,0,0
1488897994.96941,2,0,-1
1488897994.96941,2,1,-2
1488897994.96941,0,0,0
1488897994.97741,2,0,-5
1488897994.97741,2,1,1
1488897994.97741,0,0,0
1488897994.98541,2,0,-4
1488897994.98541,2,1,-3
1488897994.98541,0,0,0
1488897994.99341,2,0,1
1488897994.99341,2,1,2
1488897994.99341,0,0,0
1488897995.00141,2,0,-1
1488897995.00141,2,1,2
1488897995.00141,0,0,0
1488897995.00941,2,0,-1
1488897995.00941,2,1,1
1488897995.00941,0,0,0
1488897995.01741,2,0,-7
1488897995.01741,2,1,2
1488897995.01741,0,0,0
1488897995.02541,2,0,3
1488897995.02541,2,1,-1
1488897995.02541,0,0,0
1488897995.03341,2,1,-5
1488897995.03341,0,0,0
1488897995.0414,2,0,-6
1488897995.0414,2,1,6
1488897995.0414,0,0,0
1488897995.0494,2,0,-7
1488897995.0494,2,1,-2
1488897995.0494,0,0,0
1488897995.05741,2,0,3
1488897995.05741,0,0,0
1488897995.06541,2,0,-5
1488897995.06541,2,1,3
1488897995.06541,0,0,0
1488897995.07341,2,0,-5
1488897995.07341,2,1,5
1488897995.07341,0,0,0
1488897995.0814,2,1,2
1488897995.0814,0,0,0
1488897995.08941,2,0,2
1488897995.08941,2,1,2
1488897995.08941,0,0,0
1488897995.09742,2,0,4
1488897995.09742,2,1,2
1488897995.09742,0,0,0
1488897995.10541,2,0,-4
1488897995.10541,2,1,5
1488897995.10541,0,0,0
1488897995.11341,2,0,1
1488897995.11341,2,1,3
1488897995.11341,0,0,0
1488897995.12142,2,1,-2
1488897995.12142,0,0,0
1488897995.12941,2,0,1
1488897995.12941,2,1,1
1488897995.12941,0,0,0
1488897995.13741,2,0,-15
1488897995.13741,2,1,-4
1488897995.13741,0,0,0
1488897995.14541,2,0,-8
1488897995.14541,2,1,-6
1488897995.14541,0,0,0
1488897995.1534,2,0,-1
1488897995.1534,2,1,-6
1488897995.1534,0,0,0
1488897995.16141,2,0,7
1488897995.16141,2,1,4
1488897995.16141,0,0,0
1488897995.16941,2,0,4
1488897995.16941,2,1,12
1488897995.16941,0,0,0
1488897995.17741,2,0,1
1488897995.17741,2,1,6
1488897995.17741,0,0,0
1488897995.18541,2,0,-2
1488897995.18541,2,1,-5
1488897995.18541,0,0,0
1488897995.19341,2,0,7
1488897995.19341,0,0,0
1488897995.20142,2,0,-5
1488897995.20142,0,0,0
1488897995.20941,2,0,1
1488897995.20941,2,1,-9
1488897995.20941,0,0,0
1488897995.21742,2,0,-13
1488897995.21742,2,1,-7
1488897995.21742,0,0,0
1488897995.22541,2,0,-1
1488897995.22541,2,1,3
1488897995.22541,0,0,0
1488897995.23341,2,0,1
1488897995.23341,2,1,-3
1488897995.23341,0,0,0
1488897995.24141,2,0,1
1488897995.24141,2,1,-2
1488897995.24141,0,0,0
1488897995.24941,2,0,4
1488897995.24941,2,1,6
1488897995.24941,0,0,0
1488897995.25741,2,0,-1
1488897995.25741,2,1,1
1488897995.25741,0,0,0
1488897995.26542,2,0,3
1488897995.26542,2,1,2
1488897995.26542,0,0,0
1488897995.27341,2,0,1
1488897995.27341,2,1,3
1488897995.27341,0,0,0
1488897995.28141,2,0,-2
1488897995.28141,2,1,-1
1488897995.28141,0,0,0
1488897995.28941,2,0,8
1488897995.28941,2,1,7
1488897995.28941,0,0,0
1488897995.29742,2,0,7
1488897995.29742,0,0,0
1488897995.30541,2,0,-1
1488897995.30541,2,1,-3
1488897995.30541,0,0,0
1488897995.31341,2,0,-1
1488897995.31341,2,1,-6
1488897995.31341,0,0,0
1488897995.32142,2,0,-13
1488897995.32142,2,1,-9
1488897995.32142,0,0,0
1488897995.32942,2,0,-16
1488897995.32942,2,1,-3
1488897995.32942,0,0,0
1488897995.33742,2,0,-7
1488897995.33742,2,1,-2
1488897995.33742,0,0,0
1488897995.34542,2,1,4
1488897995.34542,0,0,0
1488897995.35341,2,0,-1
1488897995.35341,2,1,-5
1488897995.35341,0,0,0
1488897995.36142,2,0,-1
1488897995.36142,2,1,-10
1488897995.36142,0,0,0
1488897995.36941,2,0,-3
1488897995.36941,2,1,-2
1488897995.36941,0,0,0
1488897995.37742,2,0,-4
1488897995.37742,2,1,-5
1488897995.37742,0,0,0
1488897995.38541,2,1,-1
1488897995.38541,0,0,0
1488897995.39342,2,0,-1
1488897995.39342,2,1,6
1488897995.39342,0,0,0
1488897995.40141,2,0,-1
1488897995.40141,2,1,-1
1488897995.40141,0,0,0
1488897995.40942,2,0,5
1488897995.40942,2,1,3
1488897995.40942,0,0,0
1488897995.41741,2,0,-3
1488897995.41741,2,1,-2
1488897995.41741,0,0,0
1488897995.42542,2,0,1
1488897995.42542,2,1,-2
1488897995.42542,0,0,0
1488897995.43342,2,1,-4
1488897995.43342,0,0,0
1488897995.44142,2,0,-15
1488897995.44142,0,0,0
1488897995.44942,2,0,-9
1488897995.44942,2,1,-2
1488897995.44942,0,0,0
1488897995.45742,2,0,-3
1488897995.45742,2,1,-1
1488897995.45742,0,0,0
1488897995.46542,2,0,9
1488897995.46542,2,1,6
1488897995.46542,0,0,0
1488897995.47342,2,0,6
1488897995.47342,2,1,3
1488897995.47342,0,0,0
1488897995.48141,2,1,1
1488897995.48141,0,0,0
1488897995.48942,2,0,-1
1488897995.48942,2,1,2
1488897995.48942,0,0,0
1488897995.49742,2,0,-3
1488897995.49742,2,1,12
1488897995.49742,0,0,0
1488897995.50542,2,0,-9
1488897995.50542,2,1,4
1488897995.50542,0,0,0
1488897995.51342,2,0,2
1488897995.51342,2,1,-1
1488897995.51342,0,0,0
1488897995.52142,2,0,-11
1488897995.52142,2,1,-6
1488897995.52142,0,0,0
1488897995.52942,2,0,3
1488897995.52942,0,0,0
1488897995.53743,2,0,2
1488897995.53743,2,1,8
1488897995.53743,0,0,0
1488897995.54542,2,0,-4
1488897995.54542,2,1,4
1488897995.54542,0,0,0
1488897995.55342,2,0,-1
1488897995.55342,2,1,-2
1488897995.55342,0,0,0
1488897995.56141,2,0,-13
1488897995.56141,2,1,1
1488897995.56141,0,0,0
1488897995.56942,2,0,-22
1488897995.56942,2,1,6
1488897995.56942,0,0,0
1488897995.57742,2,0,-4
1488897995.57742,0,0,0
1488897995.58542,2,0,-3
1488897995.58542,2,1,1
1488897995.58542,0,0,0
1488897995.59342,2,0,-6
1488897995.59342,2,1,-1
1488897995.59342,0,0,0
1488897995.60142,2,0,-8
1488897995.60142,2,1,-9
1488897995.60142,0,0,0
1488897995.60942,2,0,3
1488897995.60942,2,1,-4
1488897995.60942,0,0,0
1488897995.61742,2,1,-7
1488897995.61742,0,0,0
1488897995.62542,2,0,-2
1488897995.62542,2,1,6
1488897995.62542,0,0,0
1488897995.63342,2,0,-1
1488897995.63342,2,1,3
1488897995.63342,0,0,0
1488897995.64142,2,0,-4
1488897995.64142,2,1,2
1488897995.64142,0,0,0
1488897995.64942,2,0,-12
1488897995.64942,0,0,0
1488897995.65743,2,0,-3
1488897995.65743,2,1,2
1488897995.65743,0,0,0
1488897995.66542,2,0,9
1488897995.66542,2,1,2
1488897995.66542,0,0,0
1488897995.67342,2,0,3
1488897995.67342,2,1,2
1488897995.67342,0,0,0
1488897995.68142,2,0,2
1488897995.68142,0,0,0
1488897995.68942,2,0,-3
1488897995.68942,2,1,2
1488897995.68942,0,0,0
1488897995.69742,2,0,1
1488897995.69742,2,1,1
1488897995.69742,0,0,0
1488897995.70542,2,0,-3
1488897995.70542,2,1,3
1488897995.70542,0,0,0
1488897995.71342,2,0,-4
1488897995.71342,2,1,-2
1488897995.71342,0,0,0
1488897995.72142,2,0,-4
1488897995.72142,2,1,3
1488897995.72142,0,0,0
1488897995.72943,2,0,-6
1488897995.72943,2,1,4
1488897995.72943,0,0,0
1488897995.73743,2,0,-5
1488897995.73743,2,1,-2
1488897995.73743,0,0,0
1488897995.74542,2,0,3
1488897995.74542,2,1,-2
1488897995.74542,0,0,0
1488897995.75343,2,0,2
1488897995.75343,0,0,0
1488897995.76143,2,0,-2
1488897995.76143,2,1,2
1488897995.76143,0,0,0
1488897995.76943,2,1,3
1488897995.76943,0,0,0
1488897995.77743,2,0,5
1488897995.77743,2,1,-1
1488897995.77743,0,0,0
1488897995.78543,2,0,-1
1488897995.78543,2,1,-2
1488897995.78543,0,0,0
1488897995.79343,2,1,5
1488897995.79343,0,0,0
1488897995.80942,2,0,3
1488897995.80942,2,1,3
1488897995.80942,0,0,0
1488897995.81743,2,0,6
1488897995.81743,0,0,0
1488897995.82542,2,0,5
1488897995.82542,2,1,-5
1488897995.82542,0,0,0
1488897995.83343,2,0,4
1488897995.83343,2,1,1
1488897995.83343,0,0,0
1488897995.84143,2,0,-5
1488897995.84143,2,1,4
1488897995.84143,0,0,0
1488897995.84943,2,0,5
1488897995.84943,2,1,-1
1488897995.84943,0,0,0
1488897995.85743,2,0,7
1488897995.85743,2,1,-5
1488897995.85743,0,0,0
1488897995.86543,2,0,-3
1488897995.86543,2,1,1
1488897995.86543,0,0,0
1488897995.87342,2,0,-14
1488897995.87342,2,1,-2
1488897995.87342,0,0,0
1488897995.88143,2,1,-2
1488897995.88143,0,0,0
1488897995.88943,2,0,1
1488897995.88943,0,0,0
1488897995.89743,2,0,3
1488897995.89743,2,1,1
1488897995.89743,0,0,0
1488897995.90543,2,0,-8
1488897995.90543,2,1,1
1488897995.90543,0,0,0
1488897995.91343,2,1,7
1488897995.91343,0,0,0
1488897995.92143,2,0,-2
1488897995.92143,2,1,-1
1488897995.92143,0,0,0
1488897995.92943,2,0,-5
1488897995.92943,2,1,-5
1488897995.92943,0,0,0
1488897995.93743,2,0,-7
1488897995.93743,2,1,-2
1488897995.93743,0,0,0
1488897995.94543,2,0,2
1488897995.94543,2,1,-1
1488897995.94543,0,0,0
1488897995.95343,2,0,-2
1488897995.95343,2,1,-1
1488897995.95343,0,0,0
1488897995.96143,2,0,3
1488897995.96143,2,1,-3
1488897995.96143,0,0,0
1488897995.96943,2,0,4
1488897995.96943,0,0,0
1488897995.97743,2,0,-1
1488897995.97743,2,1,1
1488897995.97743,0,0,0
1488897995.98543,2,0,4
1488897995.98543,2,1,3
1488897995.98543,0,0,0
1488897995.99343,2,1,5
1488897995.99343,0,0,0
1488897996.00143,2,0,-8
1488897996.00143,2,1,-3
1488897996.00143,0,0,0
1488897996.00943,2,0,-3
1488897996.00943,2,1,2
1488897996.00943,0,0,0
1488897996.01743,2,0,3
1488897996.01743,2,1,7
1488897996.01743,0,0,0
1488897996.02543,2,0,-1
1488897996.02543,2,1,2
1488897996.02543,0,0,0
1488897996.03343,2,1,-1
1488897996.03343,0,0,0
1488897996.04143,2,0,3
1488897996.04143,2,1,-10
1488897996.04143,0,0,0
1488897996.04943,2,0,-3
1488897996.04943,2,1,-4
1488897996.04943,0,0,0
1488897996.05743,2,0,14
1488897996.05743,2,1,7
1488897996.05743,0,0,0
1488897996.06543,2,0,1
1488897996.06543,2,1,-5
1488897996.06543,0,0,0
1488897996.07343,2,0,-3
1488897996.07343,0,0,0
1488897996.08142,2,1,-1
1488897996.08142,0,0,0
1488897996.08943,2,0,1
1488897996.08943,2,1,3
1488897996.08943,0,0,0
1488897996.09743,2,0,9
1488897996.09743,2,1,9
1488897996.09743,0,0,0
1488897996.10543,2,0,3
1488897996.10543,2,1,1
1488897996.10543,0,0,0
1488897996.11342,2,0,-2
1488897996.11342,0,0,0
1488897996.12143,2,0,-5
1488897996.12143,2,1,-2
1488897996.12143,0,0,0
1488897996.12943,2,0,-6
1488897996.12943,2,1,-4
1488897996.12943,0,0,0
1488897996.13743,2,1,-4
1488897996.13743,0,0,0
1488897996.14543,2,0,4
1488897996.14543,0,0,0
1488897996.15342,2,0,-3
1488897996.15342,2,1,-15
1488897996.15342,0,0,0
1488897996.16142,2,0,-4
1488897996.16142,2,1,-3
1488897996.16142,0,0,0
1488897996.16943,2,1,-5
1488897996.16943,0,0,0
1488897996.17743,2,0,-4
1488897996.17743,2,1,1
1488897996.17743,0,0,0
1488897996.18543,2,0,2
1488897996.18543,2,1,1
1488897996.18543,0,0,0
1488897996.19343,2,1,-7
1488897996.19343,0,0,0
1488897996.20143,2,0,1
1488897996.20143,2,1,2
1488897996.20143,0,0,0
1488897996.20943,2,0,-9
1488897996.20943,2,1,1
1488897996.20943,0,0,0
1488897996.21743,2,0,-29
1488897996.21743,2,1,5
1488897996.21743,0,0,0
1488897996.22543,2,0,-2
1488897996.22543,2,1,1
1488897996.22543,0,0,0
1488897996.23343,2,0,-12
1488897996.23343,2,1,3
1488897996.23343,0,0,0
1488897996.24142,2,0,-2
1488897996.24142,2,1,-3
1488897996.24142,0,0,0
1488897996.24945,2,0,-3
1488897996.24945,2,1,-19
1488897996.24945,0,0,0
1488897996.25744,2,0,-1
1488897996.25744,2,1,-4
1488897996.25744,0,0,0
1488897996.26544,2,0,1
1488897996.26544,2,1,-6
1488897996.26544,0,0,0
1488897996.27342,2,0,-7
1488897996.27342,2,1,-1
1488897996.27342,0,0,0
1488897996.28143,2,0,2
1488897996.28143,2,1,1
1488897996.28143,0,0,0
1488897996.28943,2,0,7
1488897996.28943,2,1,1
1488897996.28943,0,0,0
1488897996.29743,2,0,-2
1488897996.29743,2,1,4
1488897996.29743,0,0,0
1488897996.30543,2,0,-1
1488897996.30543,2,1,-5
1488897996.30543,0,0,0
1488897996.31343,2,0,1
1488897996.31343,2,1,-3
1488897996.31343,0,0,0
1488897996.32143,2,0,7
1488897996.32143,2,1,5
1488897996.32143,0,0,0
1488897996.32943,2,0,4
1488897996.32943,2,1,-5
1488897996.32943,0,0,0
1488897996.33742,2,0,3
1488897996.33742,2,1,-1
1488897996.33742,0,0,0
1488897996.34545,2,1,-1
1488897996.34545,0,0,0
1488897996.35345,2,0,-2
1488897996.35345,2,1,2
1488897996.35345,0,0,0
1488897996.36144,2,0,4
1488897996.36144,2,1,-10
1488897996.36144,0,0,0
1488897996.36945,2,0,-17
1488897996.36945,2,1,-8
1488897996.36945,0,0,0
1488897996.37745,2,0,2
1488897996.37745,2,1,-1
1488897996.37745,0,0,0
1488897996.38545,2,0,-7
1488897996.38545,2,1,-2
1488897996.38545,0,0,0
1488897996.39345,2,0,4
1488897996.39345,2,1,-4
1488897996.39345,0,0,0
1488897996.40144,2,0,-4
1488897996.40144,2,1,-2
1488897996.40144,0,0,0
1488897996.40945,2,0,-8
1488897996.40945,2,1,-1
1488897996.40945,0,0,0
1488897996.41745,2,0,-11
1488897996.41745,2,1,-2
1488897996.41745,0,0,0
1488897996.42545,2,0,-5
1488897996.42545,2,1,6
1488897996.42545,0,0,0
1488897996.43345,2,0,2
1488897996.43345,0,0,0
1488897996.44144,2,0,3
1488897996.44144,0,0,0
1488897996.44945,2,0,3
1488897996.44945,2,1,-2
1488897996.44945,0,0,0
1488897996.45745,2,0,-1
1488897996.45745,2,1,3
1488897996.45745,0,0,0
1488897996.46544,2,0,2
1488897996.46544,2,1,-5
1488897996.46544,0,0,0
1488897996.47345,2,0,5
1488897996.47345,2,1,3
1488897996.47345,0,0,0
1488897996.48144,2,0,-4
1488897996.48144,2,1,3
1488897996.48144,0,0,0
1488897996.48945,2,0,1
1488897996.48945,2,1,2
1488897996.48945,0,0,0
1488897996.49745,2,0,-1
1488897996.49745,2,1,5
1488897996.49745,0,0,0
1488897996.50545,2,0,-9
1488897996.50545,2,1,-3
1488897996.50545,0,0,0
1488897996.51345,2,0,-2
1488897996.51345,2,1,-5
1488897996.51345,0,0,0
1488897996.52145,2,0,4
1488897996.52145,2,1,7
1488897996.52145,0,0,0
1488897996.52945,2,0,-13
1488897996.52945,2,1,-5
1488897996.52945,0,0,0
1488897996.53745,2,0,2
1488897996.53745,2,1,-2
1488897996.53745,0,0,0
1488897996.54545,2,0,-2
1488897996.54545,2,1,6
1488897996.54545,0,0,0
1488897996.55345,2,0,-5
1488897996.55345,2,1,-3
1488897996.55345,0,0,0
1488897996.56144,2,0,-7
1488897996.56144,2,1,-1
1488897996.56144,0,0,0
1488897996.56945,2,0,-2
1488897996.56945,2,1,-2
1488897996.56945,0,0,0
1488897996.57745,2,0,-5
1488897996.57745,2,1,4
1488897996.57745,0,0,0
1488897996.58545,2,0,-6
1488897996.58545,2,1,-4
1488897996.58545,0,0,0
1488897996.59345,2,1,3
1488897996.59345,0,0,0
1488897996.60143,2,0,-3
1488897996.60143,2,1,-3
1488897996.60143,0,0,0
1488897996.60944,2,0,-1
1488897996.60944,2,1,-1
1488897996.60944,0,0,0
1488897996.61744,2,1,2
1488897996.61744,0,0,0
1488897996.62544,2,1,2
1488897996.62544,0,0,0
1488897996.63344,2,0,-5
1488897996.63344,2,1,1
1488897996.63344,0,0,0
1488897996.64144,2,0,1
1488897996.64144,2,1,2
1488897996.64144,0,0,0
1488897996.64945,2,0,-3
1488897996.64945,0,0,0
1488897996.65746,2,0,-4
1488897996.65746,2,1,-9
1488897996.65746,0,0,0
1488897996.66544,2,0,1
1488897996.66544,2,1,-2
1488897996.66544,0,0,0
1488897996.67345,2,1,-3
1488897996.67345,0,0,0
1488897996.68144,2,0,2
1488897996.68144,2,1,-1
1488897996.68144,0,0,0
1488897996.68945,2,0,-1
1488897996.68945,2,1,2
1488897996.68945,0,0,0
1488897996.69744,2,0,7
1488897996.69744,2,1,7
1488897996.69744,0,0,0
1488897996.70545,2,0,-2
1488897996.70545,2,1,-1
1488897996.70545,0,0,0
1488897996.71345,2,0,-6
1488897996.71345,2,1,2
1488897996.71345,0,0,0
1488897996.72145,2,0,6
1488897996.72145,2,1,2
1488897996.72145,0,0,0
1488897996.72945,2,0,2
1488897996.72945,0,0,0
1488897996.73744,2,0,-8
1488897996.73744,0,0,0
1488897996.74544,2,0,1
1488897996.74544,2,1,10
1488897996.74544,0,0,0
1488897996.75345,2,0,-7
1488897996.75345,2,1,1
1488897996.75345,0,0,0
1488897996.76145,2,0,-1
1488897996.76145,0,0,0
1488897996.76944,2,0,-2
1488897996.76944,2,1,1
1488897996.76944,0,0,0
1488897996.77745,2,0,-3
1488897996.77745,2,1,3
1488897996.77745,0,0,0
1488897996.78545,2,0,4
1488897996.78545,2,1,5
1488897996.78545,0,0,0
1488897996.79345,2,1,-1
1488897996.79345,0,0,0
1488897996.80145,2,0,4
1488897996.80145,2,1,-1
1488897996.80145,0,0,0
1488897996.80945,2,0,-6
1488897996.80945,2,1,-1
1488897996.80945,0,0,0
1488897996.81745,2,0,-2
1488897996.81745,0,0,0
1488897996.82545,2,0,13
1488897996.82545,0,0,0
1488897996.83345,2,0,16
1488897996.83345,2,1,-5
1488897996.83345,0,0,0
1488897996.84145,2,0,-5
1488897996.84145,2,1,4
1488897996.84145,0,0,0
1488897996.84944,2,0,2
1488897996.84944,2,1,-2
1488897996.84944,0,0,0
1488897996.85745,2,0,-2
1488897996.85745,2,1,2
1488897996.85745,0,0,0
1488897996.86545,2,0,-10
1488897996.86545,2,1,-6
1488897996.86545,0,0,0
1488897996.87345,2,0,-1
1488897996.87345,0,0,0
1488897996.88145,2,0,-4
1488897996.88145,0,0,0
1488897996.88945,2,0,-8
1488897996.88945,0,0,0
1488897996.89745,2,0,3
1488897996.89745,2,1,3
1488897996.89745,0,0,0
1488897996.90545,2,0,2
1488897996.90545,2,1,-3
1488897996.90545,0,0,0
1488897996.91345,2,0,1
1488897996.91345,2,1,1
1488897996.91345,0,0,0
1488897996.92145,2,0,-4
1488897996.92145,2,1,-1
