Ghostcar active!
Time (s); Distance (mm); Speed (mm/s); Z-Angle (mdps); Distance corrected (mm); Target Speed; PWM Value
LSM9D1 Z axis zero offset is: -6606.075000
4.72468; 3155.72987; 730.94293; 165.33500; 3155.72987; 750.00000;   382
4.73970; 3166.72544; 725.20607; 162.16660; 3166.72544; 750.00000;   386
4.75578; 3177.72102; 683.37939; 169.97944; 3177.72102; 750.00000;   434
4.77044; 3188.71659; 760.15032; 154.02687; 3188.71659; 750.00000;   341
4.78508; 3199.71216; 738.65205; 161.40610; 3199.71216; 750.00000;   377
4.79975; 3210.70774; 762.41676; 159.84673; 3210.70774; 750.00000;   346
4.81331; 3221.70331; 802.77246; 153.01014; 3221.70331; 750.00000;   302
4.82796; 3232.69889; 741.64134; 161.95895; 3232.69889; 750.00000;   378
4.84296; 3243.69446; 734.06599; 159.55371; 3243.69446; 750.00000;   379
4.85797; 3254.69004; 731.42915; 156.54602; 3254.69004; 750.00000;   381
4.87407; 3265.68561; 682.78530; 165.48826; 3265.68561; 750.00000;   436
4.88871; 3276.68119; 758.10635; 151.40086; 3276.68119; 750.00000;   345
4.90371; 3287.67676; 736.08076; 160.08580; 3287.67676; 750.00000;   380
4.91836; 3298.67233; 750.55116; 157.09849; 3298.67233; 750.00000;   361
4.93228; 3309.66791; 793.10260; 148.23958; 3309.66791; 750.00000;   313
4.94692; 3320.66348; 743.69797; 157.75198; 3320.66348; 750.00000;   376
4.96157; 3331.65906; 749.11939; 157.04833; 3331.65906; 750.00000;   363
4.97639; 3342.65463; 751.37177; 159.79167; 3342.65463; 750.00000;   361
4.99177; 3353.65021; 705.07050; 169.44114; 3353.65021; 750.00000;   415
5.00570; 3364.64578; 787.36659; 152.00886; 3364.64578; 750.00000;   314
5.02037; 3375.64136; 758.10635; 155.12890; 3375.64136; 750.00000;   359
5.03501; 3386.63693; 751.73135; 159.48826; 3386.63693; 750.00000;   362
5.04854; 3397.63251; 807.60738; 150.82106; 3397.63251; 750.00000;   296
5.06314; 3408.62808; 764.74993; 162.03640; 3408.62808; 750.00000;   353
5.07734; 3419.62365; 762.62827; 162.59619; 3419.62365; 750.00000;   349
5.09200; 3430.61923; 759.04835; 157.57043; 3430.61923; 750.00000;   353
5.10775; 3441.61480; 695.70227; 170.77323; 3441.61480; 750.00000;   425
5.12168; 3452.61038; 779.71738; 150.36355; 3452.61038; 750.00000;   320
5.13632; 3463.60595; 759.83515; 155.51870; 3463.60595; 750.00000;   354
5.15034; 3474.60153; 787.08479; 150.98494; 3474.60153; 750.00000;   320
5.16353; 3485.59710; 818.91520; 146.36109; 3485.59710; 750.00000;   286
5.17782; 3496.59268; 785.73492; 152.43032; 3496.59268; 750.00000;   328
5.19174; 3507.58825; 782.10217; 152.93136; 3507.58825; 750.00000;   327
5.20572; 3518.58382; 776.08515; 155.35161; 3518.58382; 750.00000;   333
5.22108; 3529.57940; 719.74697; 166.25350; 3529.57940; 750.00000;   396
5.23464; 3540.57497; 805.65463; 149.65526; 3540.57497; 750.00000;   290
5.24891; 3551.57055; 786.46552; 155.28710; 3551.57055; 750.00000;   323
5.26248; 3562.56612; 806.24538; 152.77973; 3562.56612; 750.00000;   297
5.27565; 3573.56170; 841.02604; 148.18337; 3573.56170; 750.00000;   259
5.28922; 3584.55727; 798.11094; 156.84201; 3584.55727; 750.00000;   312
5.30313; 3595.55285; 796.72302; 158.71319; 3595.55285; 750.00000;   307
5.31707; 3606.54842; 781.60182; 161.84529; 3606.54842; 750.00000;   323
5.33246; 3617.54399; 719.32320; 174.49538; 3617.54399; 750.00000;   392
5.34601; 3628.53957; 802.30386; 156.01689; 3628.53957; 750.00000;   288
5.36029; 3639.53514; 775.75663; 158.91398; 3639.53514; 750.00000;   330
5.37421; 3650.53072; 796.08851; 153.95958; 3650.53072; 750.00000;   302
5.38740; 3661.52629; 824.81243; 149.06474; 3661.52629; 750.00000;   271
5.40168; 3672.52187; 778.50286; 156.34153; 3672.52187; 750.00000;   328
5.41599; 3683.51744; 761.78290; 157.56188; 3683.51744; 750.00000;   340
5.43062; 3694.51302; 748.35462; 158.57683; 3694.51302; 750.00000;   353
